0,5
5,9
14,12
26,13
39,13
52,9
61,10
71,12
83,13
96,15
111,19
130,21
151,28
179,27
206,26
232,24
256,19
275,13
288,11
299,11
310,10
320,14
334,8
342,9
351,26
377,24
401,28
429,31
460,24
484,25
509,21
530,25
555,23
578,22
600,19
619,16
635,12
647,13
660,22
682,27
709,19
728,12
740,10
750,11
761,13
774,14
788,14
802,13
815,19
834,11
845,29
874,32
906,26
932,14
946,8
954,5
959,3
962,2
964,2
966,4
970,5
975,3
978,3
981,4
985,3
988,5
993,4
997,8
1005,10
1015,26
1041,17
1058,13
1071,14
1085,11
1096,11
1107,14
1121,15
1136,14
1150,15
1165,12
1177,14
1191,10
1201,11
1212,29
1241,23
1264,13
1277,5
1282,3
1285,2
1287,2
1289,2
1291,2
1293,2
1295,2
1297,4
1301,7
1308,9
1317,8
1325,9
1334,9
1343,8
1351,4
1355,3
1358,4
1362,14
1376,22
1398,12
1410,12
1422,10
1432,9
1441,11
1452,9
1461,5
1466,7
1473,11
1484,7
1491,9
1500,6
1506,7
1513,9
1522,32
1554,12
1566,3
1569,2
1571,3
1574,2
1576,4
1580,5
1585,3
1588,3
1591,3
1594,3
1597,4
1601,9
1610,7
1617,7
1624,5
1629,3
1632,4
1636,4
1640,3
1643,3
1646,3
1649,12
1661,16
1677,9
1686,10
1696,10
1706,11
1717,5
1722,4
1726,8
1734,7
1741,9
1750,12
1762,14
1776,15
1791,15
1806,7
1813,8
1821,31
1852,14
1866,3
1869,1
1870,2
1872,4
1876,5
1881,6
1887,4
1891,5
1896,5
1901,4
1905,4
1909,7
1916,13
1929,7
1936,5
1941,5
1946,8
1954,6
1960,6
1966,4
1970,9
1979,7
1986,12
1998,8
2006,7
2013,6
2019,8
2027,4
2031,2
2033,5
2038,3
2041,6
2047,7
2054,7
2061,5
2066,4
2070,6
2076,7
2083,11
2094,8
2102,22
2124,18
2142,3
2145,3
2148,1
2149,3
2152,4
2156,4
2160,9
2169,10
2179,8
2187,5
2192,3
2195,8
2203,9
2212,10
2222,4
2226,3
2229,5
2234,6
2240,8
2248,4
2252,5
2257,10
2267,15
2282,9
2291,3
2294,2
2296,4
2300,5
2305,6
2311,5
2316,7
2323,6
2329,5
2334,5
2339,3
2342,2
2344,4
2348,4
2352,4
2356,13
2369,4
2373,8
2381,31
2412,6
2418,3
2421,4
2425,1
2426,3
2429,4
2433,3
2436,7
2443,3
2446,1
2447,8
2455,5
2460,4
2464,5
2469,7
2476,7
2483,4
2487,3
2490,6
2496,4
2500,4
2504,7
2511,7
2518,4
2522,2
2524,1
2525,1
2526,2
2528,8
2536,3
2539,3
2542,6
2548,5
2553,6
2559,9
2568,7
2575,6
2581,7
2588,3
2591,3
2594,6
2600,4
2604,12
2616,17
2633,23
2656,2
2658,3
2661,3
2664,1
2665,2
2667,4
2671,7
2678,8
2686,6
2692,4
2696,4
2700,5
2705,3
2708,4
2712,7
2719,5
2724,3
2727,3
2730,2
2732,5
2737,7
2744,7
2751,3
2754,9
2763,2
2765,3
2768,3
2771,5
2776,5
2781,4
2785,6
2791,9
2800,5
2805,4
2809,15
2824,4
2828,4
2832,4
2836,4
2840,2
2842,6
2848,6
2854,7
2861,19
2880,7
2887,17
2904,13
2917,1
2918,3
2921,2
2923,1
2924,2
2926,2
2928,3
2931,9
2940,8
2948,11
2959,10
2969,3
2972,4
2976,4
2980,4
2984,1
2985,2
2987,2
2989,5
2994,6
3000,2
3002,3
3005,5
3010,4
3014,6
3020,4
3024,4
3028,4
3032,6
3038,2
3040,2
3042,6
3048,2
3050,4
3054,13
3067,3
3070,1
3071,6
3077,2
3079,3
3082,8
3090,2
3092,4
3096,17
3113,16
3129,12
3141,18
3159,10
3169,1
3170,3
3173,2
3175,2
3177,5
3182,3
3185,3
3188,3
3191,6
3197,9
3206,11
3217,12
3229,4
3233,4
3237,3
3240,1
3241,3
3244,6
3250,3
3253,6
3259,2
3261,2
3263,3
3266,3
3269,5
3274,2
3276,2
3278,3
3281,5
3286,3
3289,4
3293,9
3302,3
3305,2
3307,13
3320,4
3324,2
3326,5
