940.15625,0.0
940.2344,6.0492353
940.32104,16.361727
940.41504,31.729206
940.4675,44.229404
939.42847,0.0
939.63696,4.340121
939.6611,5.1488805
939.7666,11.145591
939.83563,17.680786
939.9127,29.198612
939.9979,46.261246
940.15216,90.20918
940.4647,654.0225
939.09125,0.0
939.21045,2.6777523
939.2533,4.3254266
939.3501,10.662601
939.42004,17.35015
939.54913,36.748352
939.6728,65.38367
939.7965,105.68309
939.8933,148.98177
940.0062,208.36873
940.14606,295.24347
940.4634,982.9321
939.4056,0.0
939.5181,2.0618386
939.6054,7.2174926
939.7362,18.983526
939.80164,27.67152
939.9325,63.60108
940.0698,112.8831
940.1483,147.56091
940.1745,167.76645
940.41656,398.87506
940.49506,510.00745
940.7763,1050.3391
941.09686,1777.3251
940.1443,0.0
940.23315,2.0230455
940.24854,2.5430017
940.34595,7.6413536
940.43823,15.155414
940.4741,21.025122
940.6074,62.14347
940.7407,112.61023
940.8074,142.46318
940.8535,180.9825
940.9971,317.92365
941.1201,454.39737
941.4636,1141.7335
938.7072,0.0
939.0455,9.021358
939.0821,11.419945
939.2179,25.10497
939.3645,48.758232
939.4949,81.62235
939.6469,190.52538
939.8098,348.84158
940.1031,1148.43
938.9547,0.0
939.15826,2.5903273
939.23627,7.3529177
939.33514,17.572662
939.434,32.38768
939.5329,52.07251
939.6318,76.41344
939.80804,133.62126
939.9671,298.3325
940.152,522.32825
938.7072,0.0
939.0231,8.162194
939.1141,14.319376
939.1677,19.45494
939.2616,30.769283
939.3488,44.592953
939.50977,78.21527
939.6774,125.60413
939.8518,189.77946
939.9926,255.69626
940.14685,345.0686
940.46204,1223.4465
937.97943,0.0
938.4439,13.4748
938.48724,16.902065
938.64764,36.221256
938.8175,67.20078
938.98737,110.239815
939.1855,176.02335
939.35535,246.09502
939.5252,328.9615
939.846,518.49426
940.1385,731.2618
940.31775,993.89703
940.4593,1236.7845
936.7494,0.0
937.81476,37.294147
937.8563,42.377808
937.98553,62.234543
938.21515,109.86466
938.4736,182.56207
938.73193,275.45987
938.9472,368.07242
939.2056,498.11185
939.4209,627.2301
939.6075,756.7576
939.8085,920.0289
940.1386,1244.5092
940.3826,1569.7316
940.4544,1690.3728
935.67346,0.0
936.3502,22.0443
936.4922,34.73498
936.6388,52.28567
936.7854,74.18533
936.932,101.4856
937.0969,138.4727
937.39014,221.1286
937.72,339.62634
938.0132,467.825
938.3064,618.11
938.58124,779.4099
938.91113,999.67426
939.20435,1223.9236
939.4792,1460.7319
939.809,1782.743
940.0656,2066.523
940.32214,2388.1633
940.45044,2590.4358
933.9987,0.0
935.328,40.767094
935.4366,51.496975
935.633,77.435875
935.82935,111.411354
936.0257,154.68245
936.2221,207.40887
936.41846,269.24133
936.59033,330.85028
936.83575,430.58997
937.2285,619.56244
937.6213,844.55963
938.0386,1125.9639
938.4804,1472.641
938.84863,1800.983
939.29047,2247.428
939.5851,2583.8623
939.9042,3004.914
940.22327,3492.594
940.4197,3833.6433
940.4442,3899.842
932.72943,0.0
933.5847,21.370306
933.60657,22.614388
933.7275,32.05239
933.84845,44.323326
933.96936,59.452827
934.0903,77.880554
934.2112,99.56539
934.453,152.60321
934.6949,219.08713
934.9669,309.11176
935.20874,402.40118
935.51105,537.50464
935.7529,660.99347
936.02496,816.83514
936.29706,990.6399
936.5389,1159.1445
936.7807,1341.0656
937.0528,1562.827
937.5062,1979.4209
937.9899,2495.0845
938.44336,3041.6174
938.7154,3401.4377
938.9573,3745.001
939.4107,4453.714
939.8339,5202.496
940.106,5742.4824
940.43854,6527.824
932.3922,0.0
932.55646,4.0931873
932.66565,9.253914
932.7869,17.91372
932.9386,34.172997
933.0599,51.061386
933.1812,71.518196
933.36316,109.41322
933.48444,139.0654
933.7574,219.66081
933.96967,295.86575
934.2426,411.62265
934.4852,531.4671
934.6975,650.6632
934.9098,785.772
935.18274,980.0743
935.42535,1170.755
935.9106,1602.5741
936.39575,2104.5713
936.94165,2754.689
937.4572,3449.0593
937.94244,4172.4023
938.4277,4974.472
938.8219,5691.9097
939.2768,6604.0396
939.671,7474.983
940.1259,8586.091
932.3922,0.0
933.1634,19.267597
933.1893,21.001907
933.3031,31.535286
933.5022,57.20098
933.616,76.769394
933.7298,100.33035
933.92896,153.00409
934.1281,223.2016
934.29877,297.52866
934.52637,414.37463
934.6971,516.5189
934.89624,654.3627
935.1238,831.38086
935.3514,1025.721
935.6074,1263.2378
935.835,1493.0304
936.0626,1743.0159
936.46094,2233.234
936.9446,2907.2869
937.51355,3805.8513
937.94025,4551.234
938.39545,5427.8403
938.8222,6327.198
939.1067,6979.425
939.6472,8307.459
933.8293,0.0
934.64124,20.293694
934.66815,22.145592
934.7668,30.911583
934.8655,42.03595
935.0628,72.88387
935.26013,115.92868
935.4328,163.95163
935.6301,231.36252
935.82745,312.8415
936.02484,408.88306
936.22217,519.59717
936.4195,646.1161
936.6168,789.9867
936.76483,910.9092
937.11017,1241.9705
937.48016,1663.6312
937.8748,2187.0684
938.2448,2751.495
938.6642,3464.9546
939.0342,4168.973
939.3795,4894.604
939.62616,5458.194
940.1195,6666.3755
936.7806,0.0
937.64484,21.59779
937.68353,24.249512
937.8339,40.292976
937.96765,60.834343
938.1181,89.9969
938.2685,125.511536
938.41895,167.10461
938.5861,220.37547
938.70306,262.7632
938.8368,319.30978
939.0541,453.24158
939.2881,644.9878
939.48865,848.78284
939.6892,1114.9838
939.83966,1343.9845
940.0904,1788.2007
940.4748,2579.6604
941.0431,3931.148
939.1453,0.0
939.6363,17.531849
939.6736,22.139717
