Cell_Index,Concentration
1683,10.25216309
1684,10.18377747
1685,10.24549543
1686,10.30455525
1687,10.28444106
1688,10.21260141
1689,10.19268197
1690,10.23788492
1691,10.22630782
1692,10.15553961
1693,10.14999788
1694,10.14280616
1695,10.1343976
1696,10.38422648
1697,10.33798032
1698,10.30032626
1699,10.2483723
1700,10.22817503
1701,10.21346718
1702,10.19347321
1703,10.16909878
1704,10.05905532
1705,10.06886184
1706,9.999623927
1707,9.987874329
1708,9.981776499
1709,9.909451853
1710,9.877065783
1711,9.876969493
1712,9.850032871
1713,9.787619439
1714,9.787953596
1715,9.787928482
1716,9.788108243
1717,9.789455023
1718,9.787317028
1719,9.73278585
1720,9.664252869
1721,9.660207384
1722,9.649852109
1723,9.619569242
1724,9.62173302
1725,9.62031311
1726,9.591360639
1727,9.590844805
1728,9.585596766
1729,9.568540957
1730,9.602560931
1731,9.582130473
1732,9.57922008
1733,9.55371807
1734,9.552790911
1735,9.52105512
1736,9.516802991
1737,9.496816518
1738,9.482604807
1739,9.472134296
1740,9.447778898
1741,9.445945784
1742,9.43297008
1743,9.409093254
1744,9.409444684
1745,9.40290613
1746,9.380418462
1747,9.363089897
1748,9.355531982
1749,9.346188794
1750,9.338460677
1751,9.327364627
1752,9.297384195
1753,9.497060666
1754,9.736382074
1755,9.503301053
1756,9.438190366
1757,9.421078096
1758,9.408351769
1759,9.372063175
1760,9.353875671
1761,9.353753524
1762,9.570876074
1763,9.723238225
1764,9.81355118
1765,9.841622222
1766,9.822273583
1767,9.797109931
1768,9.791318317
1769,9.75281315
1770,9.724102327
1771,9.742724108
1772,9.782689514
1773,9.767914439
1774,10.99107184
1775,11.11702401
1776,13.46925677
1777,13.80998543
1778,15.14852372
1779,17.94095897
1780,19.61344737
1781,22.3162841
1782,21.84044272
1783,21.71926266
1784,21.62011341
1785,21.972366
1786,22.3540549
1787,22.34753914
1788,28.39459704
1789,28.02317512
1790,28.54639534
1791,28.88278796
1792,28.91436534
1793,28.7908924
1794,28.56855491
1795,28.70527329
1796,28.58990991
1797,28.76826444
1798,29.61422065
1799,31.25006305
1800,34.64585315
1801,178.6021624
1802,174.0491408
1803,166.512317
1804,163.0670979
1805,165.7539684
1806,157.2758908
1807,104.4102866
1808,96.11847282
1809,97.02282936
1810,99.74378812
1811,115.8977537
1812,154.0206531
1813,156.406944
1814,159.7972489
1815,160.9875358
1816,160.2508526
1817,161.8419018
1818,162.4352536
1819,154.7452917
1820,136.0562281
1821,136.7496449
1822,131.8300242
1823,128.9781381
1824,129.3534902
1825,129.1976072
1826,128.3401768
1827,127.6388617
1828,127.2606701
1829,127.6686962
1830,126.2460396
1831,125.7189233
1832,120.6082002
1833,120.097445
1834,118.6096147
1835,118.54932
1836,118.54932
1837,118.6088423
1838,118.3299348
1839,117.890322
1840,117.8216913
1841,117.7865322
1842,117.2393049
1843,117.0138084
1844,115.9540908
1845,115.8901541
1846,114.9590233
1847,114.6153664
1848,113.3972514
1849,111.7390097
1850,111.742907
1851,107.6200365
1852,101.083681
1853,101.2846207
1854,101.475716
1855,101.6335184
1856,102.6682516
1857,105.9633506
1858,105.8597932
1859,103.79723
1860,103.79723
1861,103.79723
1862,103.79723
1863,103.79723
1864,103.79723
1865,99.52176653
1866,98.36308
1867,98.36308
1868,98.36308
1869,98.36308
1870,98.36308
1871,98.07832622
1872,96.678925
1873,96.678925
1874,96.678925
1875,94.65979114
1876,93.39868
1877,93.39868
1878,92.06844569
1879,89.6541036
1880,89.15400226
1881,88.42391499
1882,83.87175898
1883,82.04961102
1884,81.39214786
1885,79.55162968
1886,78.11602786
1887,78.21104027
1888,76.47947308
1889,75.33106819
1890,75.24574633
1891,76.40578262
1892,83.70729174
1893,83.63166106
1894,83.19424915
1895,80.12475619
1896,80.08872277
1897,80.08004563
1898,79.19783795
1899,78.59405513
1900,78.59140472
1901,78.51900215
1902,78.19868451
1903,78.19060536
1904,77.75055881
1905,77.7076042
1906,77.21411605
1907,77.21812025
1908,76.49542519
1909,76.24115689
1910,75.69611808
1911,75.67409037
1912,75.6545166
1913,75.99794312
1914,76.22932603
1915,75.4800012
1916,75.76038407
1917,75.80691785
1918,74.94523009
1919,74.32272
1920,74.32272
1921,74.32272
1922,74.32272
1923,74.32272
1924,74.84748181
1925,76.652855
1926,76.9888999
1927,76.7995992
1928,77.48764124
1929,77.83858
1930,77.83858
1931,77.34057728
1932,76.57944
1933,76.57944
1934,76.57944
1935,76.57944
1936,76.57944
1937,76.57944
1938,77.62902276
1939,78.14092
1940,78.14092
1941,78.13210914
1942,78.09190101
1943,78.04403919
1944,77.95028915
1945,78.21564436
1946,78.38134659
1947,78.40108
1948,80.33605832
1949,81.42240029
1950,80.91568751
1951,81.04301402
1952,81.36054537
1953,81.43997563
1954,81.5280175
1955,80.99270553
1956,81.10017515
1957,81.21908185
1958,81.2708417
1959,80.98786936
1960,81.15882989
1961,81.61352154
1962,81.74216
1963,81.74216
1964,81.53909521
1965,81.25231629
1966,80.89430978
1967,80.93580493
1968,80.64515935
1969,80.647575
1970,80.647575
1971,80.53200429
1972,80.35775
1973,80.35775
1974,80.52661771
1975,80.7788047
1976,80.23542878
1977,79.68757674
1978,79.7766115
1979,79.81008449
1980,79.79704003
1981,79.26370315
1982,78.21240652
1983,77.94623395
1984,78.15601063
1985,79.03411448
1986,79.65571136
1987,79.85892728
1988,79.45185085
1989,79.56052702
1990,79.78889366
1991,79.72227054
1992,79.52150216
1993,79.50965399
1994,79.5143949
1995,79.63786549
1996,79.38260928
1997,78.80651446
1998,78.552497
1999,79.00709863
2000,78.80701329
2001,79.25214555
2002,79.51941661
2003,79.0524747
2004,78.8038611
2005,78.37382574
2006,78.34987072
2007,78.32586132
2008,78.30475264
2009,78.28414886
2010,78.26327719
2011,78.20865426
2012,77.78092964
2013,77.79232946
2014,77.80379787
2015,77.81423314
2016,77.94754424
2017,78.36100057
2018,78.29302431
2019,78.16347942
2020,78.20885786
2021,78.25835147
2022,78.29523152
2023,78.34443374
2024,78.2164758
2025,77.94526306
2026,77.97380456
2027,78.00065411
2028,78.03076141
2029,78.05647097
2030,78.08567765
2031,77.9164611
2032,77.80979152
2033,77.8748097
2034,77.94239604
2035,78.00946178
2036,78.07474339
2037,78.14239127
2038,77.69994632
2039,77.72148893
2040,77.76220018
2041,77.79536141
2042,77.83647698
2043,77.87563817
2044,79.27517581
2045,83.64974025
2046,84.93017114
2047,86.21621185
2048,87.72674707
2049,87.77239028
2050,85.84538602
2051,83.72594886
2052,83.19349011
2053,82.87678847
2054,82.54751332
2055,82.24440387
2056,81.92103151
2057,82.03440011
2058,84.60433714
2059,85.18075333
2060,84.3482231
2061,83.30814726
2062,82.31029147
2063,81.28953441
2064,80.67773305
2065,80.62097746
2066,80.96235159
2067,81.41026873
2068,81.57335733
2069,81.24216
2070,81.24216
2071,81.3299585
2072,81.40162
2073,81.40162
2074,81.38650081
2075,81.34787
2076,81.34787
2077,81.34787
2078,81.29714888
2079,81.67521589
2080,81.99850296
2081,81.6333632
2082,81.8494499
2083,82.05661144
2084,81.93507221
2085,81.70827037
2086,82.30282778
2087,82.787605
2088,82.787605
2089,82.79499797
2090,82.995316
2091,82.995316
2092,83.02537793
2093,83.029106
2094,82.98536282
2095,82.953125
2096,82.91537438
2097,82.87753
2098,82.87200156
2099,83.15322267
2100,83.18605307
2101,83.51169968
2102,84.29427173
2103,84.84338885
2104,85.06758409
2105,85.58738637
2106,86.16075569
2107,87.05444188
2108,86.92779774
2109,86.81003247
2110,86.71741701
2111,86.68969344
2112,86.8205242
2113,86.77705104
2114,86.37073119
2115,85.96346795
2116,85.08993454
2117,84.66204634
2118,84.33750992
2119,84.20799932
2120,84.07034887
2121,83.63075578
2122,83.71506551
2123,83.84071455
2124,15.39598
2125,15.39598
2126,15.39598
2127,15.39598
2128,15.39598
2129,15.35628554
2130,15.313277
2131,15.313277
2132,15.2532558
2133,15.241899
2134,15.18188931
2135,15.147524
2136,15.11802856
2137,15.08578891
2138,15.03358194
2139,14.965824
2140,14.93819136
2141,14.90778953
2142,14.87707477
2143,14.84800177
2144,14.772097
2145,14.772097
2146,14.71454777
2147,14.703514
2148,14.66629349
2149,14.637775
2150,14.62598872
2151,14.562011
2152,14.562011
2153,14.51672399
2154,14.445431
2155,14.445431
2156,14.445431
2157,14.42524713
2158,14.365957
2159,14.365957
2160,14.32681294
2161,14.279414
2162,14.279414
2163,14.27330849
2164,14.183487
2165,14.183487
2166,14.183487
2167,14.1193119
2168,14.09215
2169,14.09215
2170,14.05350049
2171,13.99716
2172,13.99716
2173,13.9702354
2174,13.892796
2175,13.892796
2176,13.892796
2177,13.7774632
2178,13.678537
2179,13.678537
2180,13.678537
2181,13.678537
2182,13.678537
2183,13.64357618
2184,13.272341
2185,13.272341
2186,13.272341
2187,13.272341
2188,13.272341
2189,13.272341
2190,13.16748014
2191,12.942048
2192,12.942048
2193,12.942048
2194,12.942048
2195,12.942048
2196,12.942048
2197,12.76437715
2198,12.65248
2199,12.65248
2200,12.61972347
2201,12.562814
2202,12.562814
2203,12.56185253
2204,12.48620858
2205,12.47587871
2206,12.417573
2207,12.417573
2208,12.39736484
2209,12.366705
2210,12.34688016
2211,12.317698
2212,12.29866974
2213,12.225637
2214,12.21944952
2215,12.175888
2216,12.15647892
2217,12.089755
2218,12.089755
2219,12.089755
2220,11.99097761
2221,11.9620695
2222,11.9620695
2223,11.91130023
2224,11.859002
2225,11.83764342
2226,11.803147
2227,11.78451846
2228,11.743096
2229,11.70004132
2230,10.58887225
2231,10.48493
2232,10.48493
2233,10.43734314
2234,10.402545
2235,10.3738708
2236,10.325561
2237,10.29725914
2238,10.260787
2239,9.987545054
2240,9.869130006
2241,9.799972
2242,9.740791813
2243,9.737364
2244,13.31144259
2245,187.3605211
2246,377.5838135
2247,375.2143619
2248,375.0406631
2249,374.814
2250,363.2988735
2251,346.3267899
2252,333.5187876
2253,323.83093
2254,309.0174146
2255,302.4523037
2256,301.03278
2257,300.7543029
2258,300.2268
2259,300.2268
2260,298.0286773
2261,295.9025016
2262,293.15753
2263,292.8736
2264,292.7169572
2265,292.4149091
2266,215.6073954
2267,210.7826513
2268,203.60123
2269,202.479591
2270,200.58002
2271,193.4794052
2272,176.34615
2273,176.34615
2274,175.3325817
2275,175.21121
2276,175.21121
2277,175.21121
2278,175.21121
2279,174.7730738
2280,173.18999
2281,173.18999
2282,173.18999
2283,170.3911083
2284,157.4671183
2285,157.3886835
2286,154.9844104
2287,154.28647
2288,153.4007388
2289,151.60384
2290,148.82185
2291,148.82185
2292,148.2441769
2293,144.2689
2294,144.2689
2295,144.2689
2296,144.2689
2297,144.2131358
2298,144.0273629
2299,141.6181518
2300,140.9223374
2301,140.6913795
2302,140.1282797
2303,139.869612
2304,139.6142556
2305,138.4651598
2306,136.5499496
2307,136.4609706
2308,136.2319532
2309,134.5733501
2310,134.4486266
2311,134.3685467
2312,133.0230261
2313,132.3602285
2314,132.8568921
2315,133.3490073
2316,132.6301061
2317,133.0182391
2318,132.9036054
2319,131.1439239
2320,130.6961651
2321,130.75023
2322,129.7454703
2323,129.141
2324,129.141
2325,128.8317615
2326,127.05499
2327,127.05499
2328,127.0190191
2329,125.96658
2330,125.96658
2331,125.96658
2332,125.1517257
2333,124.91412
2334,124.91412
2335,124.6577168
2336,123.9184178
2337,122.8957839
2338,121.7937979
2339,121.4749125
2340,120.3692466
2341,120.5710672
2342,118.3248284
2343,118.5169103
2344,118.0047904
2345,118.1953135
2346,117.4858922
2347,116.8845692
2348,116.3313354
2349,115.4282479
2350,115.388115
2351,115.388115
2352,115.2256547
2353,114.349
2354,114.349
2355,114.349
2356,114.349
2357,114.349
2358,114.3421546
2359,113.7843936
2360,113.78083
2361,113.78083
2362,112.9006423
2363,112.81305
2364,112.81305
2365,112.5713507
2366,111.88767
2367,111.88767
2368,111.88767
2369,111.88767
2370,111.88767
2371,111.88767
2372,111.7261526
2373,111.56597
2374,111.56597
2375,111.5023427
2376,111.24133
2377,111.24133
2378,111.24133
2379,110.9922317
2380,110.91956
2381,110.91956
2382,110.6239667
2383,110.0537038
2384,109.6238823
2385,109.3869197
2386,109.2092003
2387,109.0692717
2388,108.9151442
2389,108.548764
2390,108.4693948
2391,108.3949683
2392,107.9284031
2393,107.6116028
2394,107.6219881
2395,107.9244481
2396,108.0057432
2397,108.2302786
2398,108.2402803
2399,107.9639106
2400,107.7783787
2401,107.8839811
2402,107.782923
2403,107.7841169
2404,107.8307723
2405,107.3327352
2406,106.8920541
2407,106.8277613
2408,106.5292862
2409,106.2743378
2410,106.3833665
2411,106.4229691
2412,106.2173505
2413,106.30289
2414,106.30289
2415,105.1381972
2416,104.84825
2417,104.8371216
2418,104.5990958
2419,103.3276508
2420,103.40903
2421,103.4073963
2422,102.9576308
2423,102.94718
2424,102.94718
2425,102.5809129
2426,102.2480612
2427,102.0731593
2428,101.9067029
2429,101.6015732
2430,101.3658053
2431,100.9559573
2432,100.5571932
2433,100.4534707
2434,100.4386765
2435,100.1555987
2436,100.2088257
2437,100.5997125
2438,101.0682973
2439,100.5379673
2440,100.4515654
2441,100.3704035
2442,100.2995719
2443,100.2398372
2444,100.1873559
2445,99.43724464
2446,96.41954086
2447,96.34788359
2448,96.28893462
2449,96.23832569
2450,96.20192049
2451,96.17122118
2452,95.91095949
2453,95.07848418
2454,95.00548865
2455,94.7708006
2456,94.75145185
2457,94.73601506
2458,94.54104533
2459,94.06929427
2460,94.11582195
2461,94.3200563
2462,94.39449519
2463,94.41349911
2464,94.43444561
2465,94.20055423
2466,93.72231331
2467,93.72025708
2468,93.71855602
2469,93.71667388
2470,93.71514111
2471,93.71464573
2472,93.08499614
2473,92.9437722
2474,92.91642203
2475,92.83910135
2476,92.82848733
2477,92.81835774
2478,92.64009028
2479,92.05697836
2480,92.03483561
2481,92.01267482
2482,91.99058196
2483,91.98469398
2484,92.00008997
2485,91.86152335
2486,91.38829292
2487,91.38788722
2488,91.38747676
2489,91.38709583
2490,91.38667484
2491,91.24589192
2492,90.60661763
2493,90.61395817
2494,90.60138841
2495,90.58471273
2496,90.56879057
2497,90.5524781
2498,90.3841721
2499,90.04388251
2500,90.04509177
2501,90.04936219
2502,89.84055383
2503,89.65901476
2504,89.63578126
2505,89.55915774
2506,89.2683
2507,89.2683
2508,89.19830919
2509,88.89417
2510,88.89417
2511,88.86099648
2512,88.53550848
2513,88.56641363
2514,88.56640837
2515,88.36782379
2516,88.20004093
2517,88.2009354
2518,88.12041816
2519,88.02159613
2520,87.81403007
2521,87.68103851
2522,87.69398004
2523,87.68422312
2524,87.49229158
2525,87.47833912
2526,87.32440292
2527,87.23969596
2528,87.1327152
2529,87.04321994
2530,86.94718591
2531,86.85077
2532,86.75133338
2533,86.669136
2534,86.64526401
2535,86.400475
2536,86.400475
2537,86.32944302
2538,2.949745456
2539,2.942827211
2540,30.26519653
2541,36.40835273
2542,33.42878731
2543,28.93320698
2544,25.98462017
2545,25.52404864
2546,25.4317753
2547,24.98766816
2548,25.02939878
2549,24.39149841
2550,23.91336715
2551,23.57432742
2552,21.55599652
2553,21.16650552
2554,20.65827762
2555,20.4367825
2556,20.58029146
2557,20.67152785
2558,19.72839173
2559,18.32475578
2560,18.67296094
2561,18.69179515
2562,17.887299
2563,17.887299
2564,17.65144513
2565,17.195126
2566,17.195126
2567,17.195126
2568,15.85870923
2569,15.42945
2570,15.42945
2571,14.84384184
2572,14.420396
2573,14.420396
2574,14.15061438
2575,13.288826
2576,13.288826
2577,13.288826
2578,12.96734857
2579,12.947915
2580,12.947915
2581,12.947915
2582,12.947915
2583,12.947915
2584,12.77913463
2585,12.450519
2586,12.450519
2587,12.450519
2588,12.450519
2589,12.450519
2590,12.450519
2591,12.26923348
2592,12.0574465
2593,12.0574465
2594,12.0574465
2595,12.0574465
2596,12.0574465
2597,12.00590004
2598,13.00259417
2599,13.0689307
2600,13.11167451
2601,13.11590192
2602,13.095148
2603,13.095148
2604,12.70631104
2605,12.21296523
2606,12.19155931
2607,12.20311376
2608,12.240068
2609,12.08683455
2610,11.941116
2611,11.87131809
2612,11.801861
2613,11.75027552
2614,11.667914
2615,11.56361529
2616,11.155287
2617,11.155287
2618,11.07370795
2619,11.067764
2620,11.067764
2621,10.99807042
2622,10.97421
2623,10.97421
2624,10.89422811
2625,10.771446
2626,10.75144676
2627,10.659826
2628,9.806714
2629,9.806714
2630,9.799144659
2631,9.758038
2632,9.758038
2633,9.758038
2634,9.727801612
2635,9.720365
2636,9.710245628
2637,9.683216
2638,9.349764208
2639,9.341831212
2640,9.392729389
2641,249.2181204
2642,250.0781259
2643,250.546156
2644,250.4755008
2645,251.8952929
2646,122.5158255
2647,122.1805803
2648,122.2045009
2649,122.5097707
2650,118.5561727
2651,96.984795
2652,98.13155746
2653,100.7691488
2654,100.8246937
2655,100.8843442
2656,100.9289112
2657,100.9736205
2658,101.0768667
2659,92.45109024
2660,90.58434604
2661,90.65797373
2662,90.72431856
2663,90.78170756
2664,90.85130557
2665,90.62212643
2666,88.88010316
2667,88.81443528
2668,88.55057827
2669,86.41037712
2670,84.16148388
2671,83.60832967
2672,82.32336585
2673,80.40026
2674,80.40026
2675,79.06564531
2676,76.69596129
2677,76.59086
2678,76.02136306
2679,74.97026
2680,74.97026
2681,74.30300304
2682,74.02533631
2683,74.04627533
2684,74.04863013
2685,74.04790502
2686,74.04788017
2687,74.25480193
2688,74.90130372
2689,74.99993053
2690,74.97933769
2691,75.28115297
2692,75.45343317
2693,75.31364448
2694,75.07319101
2695,74.91121739
2696,74.97878425
2697,75.01608499
2698,75.0080172
2699,74.96152919
2700,74.91051111
2701,75.29623274
2702,75.50779897
2703,75.50330164
2704,75.43469449
2705,75.08285126
2706,75.04641
2707,75.04641
2708,74.79424719
2709,74.73023444
2710,74.80294432
2711,75.65456743
2712,76.2108
2713,76.2108
2714,76.19310024
2715,76.13268
2716,76.13268
2717,76.12990114
2718,75.82754227
2719,75.826416
2720,75.82951355
2721,75.67035245
2722,75.48777
2723,75.57159279
2724,76.09364961
2725,76.11148251
2726,76.08616695
2727,75.91060974
2728,75.22941579
2729,75.12024
2730,75.09318888
2731,74.89101226
2732,75.14682436
2733,75.65961281
2734,76.22251944
2735,76.42639786
2736,76.131539
2737,75.96405307
2738,76.14409084
2739,76.14152
2740,76.14385088
2741,76.82875574
2742,76.84208
2743,76.84208
2744,76.72920634
2745,76.46304092
2746,76.43199
2747,76.43199
2748,76.28788768
2749,76.2428
2750,76.2428
2751,76.18263285
2752,76.04353
2753,76.04353
2754,76.04353
2755,75.83782271
2756,75.82301
2757,75.82301
2758,76.05488741
2759,77.04559
2760,77.04559
2761,77.69196291
2762,78.04932
2763,77.20275
2764,77.09426629
2765,76.96931
2766,76.96931
2767,76.96931
2768,76.96931
2769,76.96931
2770,76.79978098
2771,76.55861
2772,76.55861
2773,76.55861
2774,76.55861
2775,76.55861
2776,76.55861
2777,76.26815192
2778,76.0564
2779,76.0564
2780,76.0564
2781,76.0564
2782,76.0564
2783,76.04026803
2784,75.574295
2785,75.574295
2786,75.574295
2787,75.574295
2788,75.574295
2789,75.574295
2790,82.65843588
2791,99.792
2792,99.792
2793,99.792
2794,99.792
2795,99.792
2796,99.792
2797,97.92127474
2798,97.438484
2799,97.438484
2800,97.438484
2801,97.438484
2802,97.438484
2803,97.66886222
2804,98.53615
2805,98.53615
2806,98.53615
2807,98.53615
2808,98.53615
2809,98.53615
2810,97.36435059
2811,96.44223953
2812,96.48757
2813,96.50304871
2814,96.92260981
2815,96.11782489
2816,94.0976704
2817,93.04555864
2818,92.96804975
2819,92.88994724
2820,92.31068417
2821,92.60019335
2822,93.50562812
2823,95.29656585
2824,94.50741224
2825,94.37171575
2826,94.39983
2827,92.00364699
2828,91.42805
2829,91.42805
2830,90.32826852
2831,88.34673
2832,88.29112883
2833,88.18863817
2834,88.08445871
2835,87.98436127
2836,88.4664019
2837,88.12772672
2838,87.82566126
2839,87.9317139
2840,88.06225483
2841,88.13533254
2842,87.85029723
2843,88.03946351
2844,88.23607135
2845,87.883804
2846,87.88473314
2847,87.90479
2848,87.90479
2849,87.90479
2850,87.92162051
2851,87.93477
2852,87.93477
2853,87.155556
2854,86.99214352
2855,86.76009
2856,86.76009
2857,86.74616499
2858,85.779854
2859,85.779854
2860,85.779854
2861,1073.582642
2862,141.35307
2863,141.35307
2864,141.35307
2865,140.0852536
2866,138.12639
2867,138.12639
2868,138.0301221
2869,136.2973
2870,136.2973
2871,136.2973
2872,135.3559578
2873,134.62694
2874,134.62694
2875,134.4408488
2876,124.0701172
2877,123.61788
2878,123.6172987
2879,122.1325914
2880,122.11825
2881,120.092941
2882,119.7954803
2883,95.48397
2884,95.48397
2885,95.48397
2886,95.27716663
2887,94.66181
2888,94.66181
2889,93.06284
2890,93.06284
2891,93.06284
2892,92.87386935
2893,92.19462
2894,92.19462
2895,92.19462
2896,92.19462
2897,92.19462
2898,92.19462
2899,92.03976342
2900,91.374146
2901,91.374146
2902,91.374146
2903,91.374146
2904,91.374146
2905,91.2182075
2906,90.45386
2907,90.45386
2908,90.45386
2909,90.45386
2910,90.45386
2911,90.45386
2912,75.63859925
2913,75.48777
2914,75.42311729
2915,75.41059
2916,75.41059
2917,75.269403
2918,74.799286
2919,75.12827369
2920,75.723305
2921,75.723305
2922,96.96239
2923,97.28898493
2924,97.42073
2925,97.42073
2926,97.35590965
2927,97.225784
2928,97.225784
2929,88.36004069
2930,88.37321
2931,88.37321
2932,88.40134914
2933,88.93695
2934,88.93740359
2935,88.96152113
2936,88.96153
2937,88.89112579
2938,88.83394
2939,88.74175459
2940,88.657845
2941,88.40575134
2942,1403.652459
