Cell_Index,Ecoli_cfu/100ml
1668,1699.053485
1669,1698.067998
1670,1695.513128
1671,1695.517537
1672,1697.24258
1673,1698.181433
1674,1697.822761
1675,1694.392176
1676,1692.878625
1677,1691.85264
1678,1691.52454
1679,1691.386569
1680,1690.226879
1681,1689.934288
1682,1690.049069
1683,1691.482918
1684,1693.746965
1685,1692.820286
1686,1689.572145
1687,1689.80814
1688,1690.888431
1689,1689.39353
1690,1688.090739
1691,1688.269818
1692,1689.02267
1693,1688.497279
1694,1688.550616
1695,1688.179482
1696,1682.602056
1697,1681.984501
1698,1682.574204
1699,1682.760309
1700,1682.609216
1701,1681.887092
1702,1681.479011
1703,1681.96407
1704,1683.766377
1705,1683.391179
1706,1682.596813
1707,1683.035079
1708,1683.293773
1709,1685.100305
1710,1685.666816
1711,1685.672711
1712,1685.499346
1713,1683.33105
1714,1683.314639
1715,1683.315872
1716,1683.307044
1717,1683.240904
1718,1683.345901
1719,1683.763704
1720,1686.079184
1721,1686.631666
1722,1686.877222
1723,1685.169049
1724,1684.753769
1725,1684.829234
1726,1684.281401
1727,1683.897048
1728,1683.473605
1729,1682.921604
1730,1680.879975
1731,1679.99733
1732,1679.751315
1733,1679.182797
1734,1679.153416
1735,1678.531587
1736,1678.785588
1737,1678.67676
1738,1678.444324
1739,1678.061993
1740,1677.443878
1741,1677.544282
1742,1677.233231
1743,1676.401919
1744,1676.383984
1745,1676.369172
1746,1676.29366
1747,1676.491028
1748,1676.385875
1749,1675.422877
1750,1675.051044
1751,1675.276899
1752,1676.66229
1753,1677.982027
1754,1677.790625
1755,1675.821238
1756,1674.961854
1757,1674.621738
1758,1674.367919
1759,1673.653284
1760,1673.294812
1761,1673.293252
1762,1673.176456
1763,1673.081331
1764,1672.905741
1765,1672.665291
1766,1672.31588
1767,1671.877899
1768,1671.715519
1769,1671.216071
1770,1670.832208
1771,1670.644572
1772,1670.087129
1773,1670.025217
1774,1669.818117
1775,1669.837236
1776,1670.489098
1777,1670.50884
1778,1670.631905
1779,1671.513107
1780,1672.073766
1781,1672.852507
1782,1672.146464
1783,1671.784586
1784,1671.727275
1785,1671.481879
1786,1671.277262
1787,1671.273538
1788,1673.47401
1789,1673.266856
1790,1673.169149
1791,1673.217288
1792,1672.903148
1793,1672.691242
1794,1672.188195
1795,1672.18242
1796,1671.72175
1797,1671.718168
1798,1671.848807
1799,1672.237233
1800,1672.257784
1801,1666.58001
1802,1667.111125
1803,1667.686419
1804,1667.98599
1805,1667.535873
1806,1667.885935
1807,1671.587441
1808,1671.891227
1809,1671.554223
1810,1670.915383
1811,1669.401483
1812,1665.082119
1813,1664.294283
1814,1663.5801
1815,1663.131891
1816,1662.932474
1817,1662.586398
1818,1662.507181
1819,1663.640927
1820,1666.155699
1821,1665.959798
1822,1667.439856
1823,1668.249518
1824,1667.559395
1825,1667.310228
1826,1667.158776
1827,1667.044116
1828,1666.687579
1829,1666.450218
1830,1665.97675
1831,1665.896149
1832,1663.169302
1833,1664.130837
1834,1666.931791
1835,1667.0453
1836,1667.0453
1837,1666.933245
1838,1665.500251
1839,1662.503479
1840,1661.889786
1841,1661.575394
1842,1661.816573
1843,1662.100223
1844,1661.187003
1845,1661.268561
1846,1661.203608
1847,1661.106382
1848,1660.300303
1849,1659.382906
1850,1659.388273
1851,1658.52141
1852,1657.031777
1853,1657.103585
1854,1657.171875
1855,1657.228267
1856,1657.598039
1857,1658.775575
1858,1659.306571
1859,1661.2665
1860,1661.2665
1861,1661.2665
1862,1661.2665
1863,1661.2665
1864,1661.2665
1865,1659.489407
1866,1659.0078
1867,1659.0078
1868,1659.0078
1869,1659.0078
1870,1659.0078
1871,1659.026703
1872,1659.1196
1873,1659.1196
1874,1659.1196
1875,1658.18976
1876,1657.609
1877,1657.609
1878,1656.799684
1879,1655.197957
1880,1654.652686
1881,1653.973276
1882,1649.738267
1883,1647.460147
1884,1646.638161
1885,1644.166257
1886,1642.124571
1887,1642.265774
1888,1638.151135
1889,1635.369029
1890,1635.185018
1891,1634.93164
1892,1634.163856
1893,1634.489263
1894,1634.987219
1895,1637.159648
1896,1637.620496
1897,1637.731472
1898,1635.128446
1899,1633.66313
1900,1633.814298
1901,1634.572418
1902,1637.012519
1903,1636.785165
1904,1636.593015
1905,1638.204294
1906,1642.197919
1907,1642.308704
1908,1639.683955
1909,1633.694084
1910,1630.97005
1911,1631.385966
1912,1632.301399
1913,1633.902156
1914,1634.965201
1915,1632.56435
1916,1636.293053
1917,1636.911887
1918,1631.829253
1919,1627.988
1920,1627.988
1921,1627.988
1922,1627.988
1923,1627.988
1924,1627.842381
1925,1627.3414
1926,1627.87451
1927,1627.574199
1928,1625.76916
1929,1625.1082
1930,1625.1082
1931,1620.067146
1932,1612.3625
1933,1612.3625
1934,1612.3625
1935,1612.3625
1936,1612.3625
1937,1612.3625
1938,1609.948462
1939,1608.7711
1940,1608.7711
1941,1607.468804
1942,1601.709266
1943,1601.609117
1944,1601.412949
1945,1596.172379
1946,1594.696702
1947,1594.7374
1948,1592.524562
1949,1590.055648
1950,1588.89693
1951,1586.520688
1952,1580.099227
1953,1580.291413
1954,1580.504435
1955,1567.484717
1956,1567.52141
1957,1567.843343
1958,1560.956237
1959,1554.202179
1960,1554.815717
1961,1546.27342
1962,1542.4137
1963,1542.4137
1964,1534.819603
1965,1524.494532
1966,1522.578245
1967,1522.443133
1968,1503.361248
1969,1503.3776
1970,1503.3776
1971,1496.767111
1972,1486.8
1973,1486.8
1974,1482.696882
1975,1469.758955
1976,1464.070291
1977,1457.062077
1978,1436.96714
1979,1437.339347
1980,1437.194297
1981,1422.170381
1982,1398.342155
1983,1395.127276
1984,1395.794604
1985,1388.408072
1986,1396.278988
1987,1398.852191
1988,1375.733809
1989,1371.948033
1990,1374.848461
1991,1366.300206
1992,1346.904051
1993,1346.750289
1994,1346.811815
1995,1313.308774
1996,1309.117347
1997,1302.622984
1998,1288.677085
1999,1267.566293
2000,1265.43683
2001,1241.705995
2002,1230.908793
2003,1226.606828
2004,1210.439992
2005,1153.051172
2006,1152.992378
2007,1152.93345
2008,1152.881641
2009,1152.831072
2010,1152.779846
2011,1145.237022
2012,1054.432567
2013,1054.530201
2014,1054.628424
2015,1054.717797
2016,1055.859551
2017,1059.400632
2018,1022.766075
2019,971.8575744
2020,972.5715402
2021,973.3502524
2022,973.9305082
2023,974.7046358
2024,940.369327
2025,885.6646555
2026,886.1265532
2027,886.5610692
2028,887.0483068
2029,887.464374
2030,887.9370365
2031,836.7131177
2032,793.5784038
2033,794.9233657
2034,796.3214525
2035,797.70877
2036,799.0591812
2037,800.4585409
2038,706.4449445
2039,704.8725022
2040,705.8318263
2041,706.6132411
2042,707.5820926
2043,708.5048911
2044,683.9675919
2045,613.2367973
2046,607.6442054
2047,602.0271112
2048,595.429483
2049,595.2301252
2050,603.6467828
2051,561.8997988
2052,536.333376
2053,538.0444498
2054,539.8234559
2055,541.4610939
2056,543.2082084
2057,527.8592615
2058,455.2717709
2059,452.2154658
2060,456.6297526
2061,462.1444989
2062,467.4353838
2063,472.847697
2064,461.784185
2065,443.0337185
2066,441.02231
2067,438.38314
2068,405.518624
2069,406.30185
2070,406.30185
2071,390.6726315
2072,377.916
2073,377.916
2074,370.3248533
2075,350.92883
2076,350.92883
2077,350.92883
2078,333.9552728
2079,326.4682096
2080,324.5589717
2081,314.42019
2082,308.5162657
2083,307.1567755
2084,304.8308268
2085,300.980087
2086,283.7939321
2087,271.43253
2088,271.43253
2089,270.9572559
2090,258.07935
2091,258.07935
2092,247.8775018
2093,246.61234
2094,241.1697243
2095,237.15863
2096,232.8164268
2097,228.46344
2098,226.2440901
2099,219.6190485
2100,218.7524313
2101,208.0858218
2102,204.607288
2103,202.1664618
2104,196.4310785
2105,191.5930231
2106,189.2319744
2107,184.2968715
2108,180.639923
2109,181.0931144
2110,180.5952704
2111,176.6330444
2112,176.2008717
2113,176.3444764
2114,174.4492686
2115,174.8847736
2116,177.4157843
2117,177.2773233
2118,175.7732962
2119,176.1021314
2120,176.3813736
2121,174.8136414
2122,174.6083049
2123,174.3022865
2124,1754.8888
2125,1754.8888
2126,1754.8888
2127,1754.8888
2128,1754.8888
2129,1754.409028
2130,1753.8892
2131,1753.8892
2132,1753.159306
2133,1753.0212
2134,1752.445806
2135,1752.1163
2136,1751.8422
2137,1751.548319
2138,1751.174582
2139,1750.7072
2140,1750.383689
2141,1750.011044
2142,1749.627598
2143,1749.274344
2144,1748.4983
2145,1748.4983
2146,1747.809552
2147,1747.6775
2148,1747.206773
2149,1746.8461
2150,1746.67994
2151,1745.778
2152,1745.778
2153,1745.188585
2154,1744.2607
2155,1744.2607
2156,1744.2607
2157,1744.001805
2158,1743.2413
2159,1743.2413
2160,1742.736298
2161,1742.1248
2162,1742.1248
2163,1742.04596
2164,1740.8861
2165,1740.8861
2166,1740.8861
2167,1740.06516
2168,1739.7177
2169,1739.7177
2170,1739.224318
2171,1738.5051
2172,1738.5051
2173,1738.165227
2174,1737.1877
2175,1737.1877
2176,1737.1877
2177,1735.766192
2178,1734.5469
2179,1734.5469
2180,1734.5469
2181,1734.5469
2182,1734.5469
2183,1734.27945
2184,1731.4395
2185,1731.4395
2186,1731.4395
2187,1731.4395
2188,1731.4395
2189,1731.4395
2190,1730.530496
2191,1728.5763
2192,1728.5763
2193,1728.5763
2194,1728.5763
2195,1728.5763
2196,1728.5763
2197,1727.666679
2198,1727.0938
2199,1727.0938
2200,1726.664479
2201,1725.9186
2202,1725.9186
2203,1725.909346
2204,1725.181257
2205,1725.044631
2206,1724.2584
2207,1724.2584
2208,1723.99382
2209,1723.5924
2210,1723.327028
2211,1722.9364
2212,1722.789979
2213,1722.228
2214,1722.146013
2215,1721.5688
2216,1721.304861
2217,1720.3975
2218,1720.3975
2219,1720.3975
2220,1719.43553
2221,1719.154
2222,1719.154
2223,1718.782248
2224,1718.3993
2225,1718.109905
2226,1717.6425
2227,1717.39613
2228,1716.8483
2229,1716.386819
2230,1706.113503
2231,1704.9443
2232,1704.9443
2233,1704.304071
2234,1703.8359
2235,1703.494085
2236,1702.9182
2237,1702.445002
2238,1701.8352
2239,1697.822113
2240,1696.319125
2241,1695.387
2242,1694.47077
2243,1694.4177
2244,1694.558312
2245,1755.897365
2246,1832.001613
2247,1827.994994
2248,1827.962818
2249,1827.9167
2250,1823.821084
2251,1817.976369
2252,1813.516002
2253,1810.0541
2254,1804.133144
2255,1801.436116
2256,1799.2073
2257,1798.749287
2258,1797.8817
2259,1797.8817
2260,1796.013095
2261,1794.877082
2262,1793.5078
2263,1792.911847
2264,1792.576111
2265,1791.885711
2266,1753.456977
2267,1751.034531
2268,1746.7168
2269,1745.857308
2270,1744.4017
2271,1740.028451
2272,1729.8153
2273,1729.8153
2274,1728.359793
2275,1728.1855
2276,1728.1855
2277,1728.1855
2278,1728.1855
2279,1727.853216
2280,1726.6526
2281,1726.6526
2282,1726.6526
2283,1725.564623
2284,1720.499793
2285,1720.390806
2286,1718.724904
2287,1718.2788
2288,1717.652099
2289,1716.3807
2290,1714.4757
2291,1714.4757
2292,1714.129308
2293,1711.7456
2294,1711.7456
2295,1711.7456
2296,1711.7456
2297,1711.637789
2298,1711.278625
2299,1708.582791
2300,1707.712885
2301,1707.27357
2302,1706.202474
2303,1705.710452
2304,1705.224727
2305,1703.611489
2306,1701.148692
2307,1700.988066
2308,1700.574641
2309,1698.342213
2310,1698.166637
2311,1698.032293
2312,1696.539441
2313,1695.848668
2314,1696.424304
2315,1696.999891
2316,1695.436072
2317,1695.740985
2318,1695.645845
2319,1693.450106
2320,1692.767938
2321,1692.8057
2322,1691.282917
2323,1690.3668
2324,1690.3668
2325,1689.979928
2326,1687.7571
2327,1687.7571
2328,1687.670789
2329,1685.1455
2330,1685.1455
2331,1685.1455
2332,1682.816206
2333,1682.137
2334,1682.137
2335,1681.532853
2336,1679.755113
2337,1679.394173
2338,1677.561054
2339,1677.516317
2340,1675.164518
2341,1675.148211
2342,1672.96575
2343,1672.835306
2344,1671.161848
2345,1670.772202
2346,1669.034991
2347,1668.097578
2348,1667.341104
2349,1663.029041
2350,1662.6691
2351,1662.6691
2352,1661.354021
2353,1654.2577
2354,1654.2577
2355,1654.2577
2356,1654.2577
2357,1654.2577
2358,1654.190413
2359,1648.707928
2360,1648.6729
2361,1648.6729
2362,1642.73774
2363,1642.1471
2364,1642.1471
2365,1637.875715
2366,1625.7935
2367,1625.7935
2368,1625.7935
2369,1625.7935
2370,1625.7935
2371,1625.7935
2372,1622.429951
2373,1619.0942
2374,1619.0942
2375,1617.576093
2376,1611.3485
2377,1611.3485
2378,1611.3485
2379,1604.653494
2380,1602.7003
2381,1602.7003
2382,1596.545118
2383,1595.920007
2384,1597.207659
2385,1589.831056
2386,1584.379822
2387,1584.888957
2388,1584.476627
2389,1572.35339
2390,1572.685965
2391,1572.997829
2392,1561.28422
2393,1560.825006
2394,1560.769547
2395,1552.412293
2396,1541.827387
2397,1540.426638
2398,1527.421732
2399,1520.491468
2400,1521.880207
2401,1521.089755
2402,1497.950396
2403,1495.422472
2404,1495.014574
2405,1480.137341
2406,1470.99236
2407,1471.673245
2408,1455.853774
2409,1437.796699
2410,1436.288434
2411,1427.530802
2412,1387.861276
2413,1386.3684
2414,1386.3684
2415,1354.888931
2416,1347.0522
2417,1347.26088
2418,1348.670661
2419,1312.61499
2420,1311.0089
2421,1310.788281
2422,1250.05109
2423,1248.6398
2424,1248.6398
2425,1222.938146
2426,1193.88275
2427,1198.746506
2428,1197.524271
2429,1141.23113
2430,1148.786545
2431,1161.920525
2432,1143.435144
2433,1132.275173
2434,1132.816001
2435,1100.646695
2436,1070.081037
2437,1056.474817
2438,1025.481741
2439,912.8176972
2440,916.5014824
2441,919.9618608
2442,922.9817987
2443,925.5286148
2444,927.7661816
2445,918.8592989
2446,875.5194188
2447,882.5626006
2448,888.356685
2449,893.3310283
2450,896.9092893
2451,899.9267191
2452,885.7651194
2453,828.6725866
2454,838.1331716
2455,868.5499144
2456,871.0576094
2457,873.058294
2458,847.450269
2459,773.3217753
2460,765.4219564
2461,730.7455121
2462,718.1067183
2463,714.8800897
2464,711.3236354
2465,675.1794221
2466,613.2586412
2467,613.7596674
2468,614.1741538
2469,614.6327639
2470,615.0062438
2471,615.1269494
2472,546.9479885
2473,533.6331143
2474,542.7687979
2475,568.5959631
2476,572.1413258
2477,575.5248812
2478,561.3697001
2479,513.9754417
2480,528.9076659
2481,543.8520525
2482,558.7506296
2483,562.7212602
2484,552.3387934
2485,523.241647
2486,473.2468948
2487,470.3777818
2488,467.4749505
2489,464.7810474
2490,461.80379
2491,448.6072381
2492,406.2789594
2493,410.4317926
2494,403.3205901
2495,393.886502
2496,384.8787156
2497,375.650113
2498,347.732202
2499,330.8851244
2500,331.5899742
2501,334.0791051
2502,319.7164878
2503,302.9015564
2504,293.3903598
2505,285.9532894
2506,272.8868
2507,272.8868
2508,270.058137
2509,257.76642
2510,257.76642
2511,256.5792913
2512,246.6955786
2513,252.7718834
2514,252.7708491
2515,243.3036424
2516,237.5306043
2517,237.6746589
2518,235.5162152
2519,234.8140192
2520,229.6248784
2521,227.2229221
2522,229.0251334
2523,230.2885861
2524,226.6599985
2525,224.8259391
2526,219.0829948
2527,216.1937336
2528,213.7119859
2529,210.9748513
2530,207.952832
2531,206.30116
2532,204.8387463
2533,203.62987
2534,203.3590138
2535,200.58159
2536,200.58159
2537,200.0855963
2538,1752.590998
2539,1752.138584
2540,1641.499402
2541,1615.27297
2542,1624.747911
2543,1641.326089
2544,1652.28329
2545,1651.866118
2546,1652.31499
2547,1651.025028
2548,1650.384083
2549,1651.97615
2550,1652.726794
2551,1654.184631
2552,1663.427558
2553,1665.497457
2554,1665.66918
2555,1663.009949
2556,1662.214149
2557,1661.708215
2558,1664.663101
2559,1667.670935
2560,1665.411568
2561,1663.035159
2562,1662.8478
2563,1662.8478
2564,1662.151421
2565,1660.8041
2566,1660.8041
2567,1660.8041
2568,1664.224774
2569,1665.3235
2570,1665.3235
2571,1666.70834
2572,1667.7097
2573,1667.7097
2574,1670.192324
2575,1678.1228
2576,1678.1228
2577,1678.1228
2578,1676.090268
2579,1675.9674
2580,1675.9674
2581,1675.9674
2582,1675.9674
2583,1675.9674
2584,1674.960512
2585,1673.0001
2586,1673.0001
2587,1673.0001
2588,1673.0001
2589,1673.0001
2590,1673.0001
2591,1671.819148
2592,1670.4395
2593,1670.4395
2594,1670.4395
2595,1670.4395
2596,1670.4395
2597,1671.329191
2598,1674.977276
2599,1674.60417
2600,1674.240358
2601,1673.345036
2602,1671.6885
2603,1671.6885
2604,1674.256347
2605,1677.245935
2606,1677.115845
2607,1675.392088
2608,1675.0183
2609,1675.365565
2610,1675.6958
2611,1675.397271
2612,1675.1002
2613,1674.893122
2614,1674.5625
2615,1675.497904
2616,1679.16
2617,1679.16
2618,1678.105716
2619,1678.0289
2620,1678.0289
2621,1677.039673
2622,1676.701
2623,1676.701
2624,1676.85192
2625,1677.0836
2626,1676.969951
2627,1676.4493
2628,1678.5345
2629,1678.5345
2630,1678.375108
2631,1677.5095
2632,1677.5095
2633,1677.5095
2634,1676.924805
2635,1676.781
2636,1676.667981
2637,1676.3661
2638,1673.429884
2639,1674.076799
2640,1674.625617
2641,1659.73493
2642,1658.912039
2643,1658.455339
2644,1657.883706
2645,1657.527814
2646,1659.578053
2647,1660.209177
2648,1660.164145
2649,1659.589451
2650,1657.881073
2651,1655.567
2652,1656.453678
2653,1659.026752
2654,1659.067837
2655,1659.111958
2656,1659.144922
2657,1659.177992
2658,1659.254359
2659,1654.176315
2660,1653.090735
2661,1653.146742
2662,1653.197208
2663,1653.240863
2664,1653.293804
2665,1653.252127
2666,1652.714579
2667,1652.660647
2668,1652.443947
2669,1650.776234
2670,1648.954252
2671,1648.435977
2672,1647.144015
2673,1645.1083
2674,1645.1083
2675,1643.536858
2676,1625.346293
2677,1624.9542
2678,1622.60767
2679,1625.7855
2680,1625.7855
2681,1621.816872
2682,1620.768334
2683,1621.276676
2684,1621.333844
2685,1621.316241
2686,1621.315638
2687,1620.830558
2688,1619.760109
2689,1620.186998
2690,1620.097865
2691,1618.443426
2692,1617.366916
2693,1616.913215
2694,1613.714189
2695,1608.901884
2696,1609.042047
2697,1609.119425
2698,1609.102688
2699,1609.006252
2700,1608.900419
2701,1604.944572
2702,1602.908823
2703,1602.898811
2704,1601.691218
2705,1595.412952
2706,1595.3367
2707,1595.3367
2708,1588.95351
2709,1587.166664
2710,1587.31662
2711,1582.446924
2712,1578.1381
2713,1578.1381
2714,1575.716505
2715,1567.4501
2716,1567.4501
2717,1567.321193
2718,1553.295246
2719,1553.243
2720,1553.251386
2721,1542.904502
2722,1534.4636
2723,1534.764421
2724,1521.602485
2725,1517.229025
2726,1517.115794
2727,1508.464751
2728,1492.255981
2729,1491.6716
2730,1489.321524
2731,1464.409525
2732,1466.141202
2733,1469.612436
2734,1462.508831
2735,1444.730513
2736,1441.575221
2737,1435.756569
2738,1421.237614
2739,1421.2107
2740,1421.154556
2741,1404.657242
2742,1404.3363
2743,1404.3363
2744,1391.472612
2745,1359.349779
2746,1355.4589
2747,1355.4589
2748,1335.92294
2749,1329.8104
2750,1329.8104
2751,1321.343339
2752,1301.768
2753,1301.768
2754,1301.768
2755,1271.191475
2756,1268.9897
2757,1268.9897
2758,1264.760362
2759,1246.6904
2760,1246.6904
2761,1227.805503
2762,1217.3647
2763,1049.4807
2764,1004.676472
2765,953.069
2766,953.069
2767,953.069
2768,953.069
2769,953.069
2770,915.9826972
2771,863.22394
2772,863.22394
2773,863.22394
2774,863.22394
2775,863.22394
2776,863.22394
2777,801.966336
2778,757.30786
2779,757.30786
2780,757.30786
2781,757.30786
2782,757.30786
2783,753.8602488
2784,654.2758
2785,654.2758
2786,654.2758
2787,654.2758
2788,654.2758
2789,654.2758
2790,621.646984
2791,542.73157
2792,542.73157
2793,542.73157
2794,542.73157
2795,542.73157
2796,542.73157
2797,476.4709319
2798,459.3706
2799,459.3706
2800,459.3706
2801,459.3706
2802,459.3706
2803,443.0064945
2804,381.40176
2805,381.40176
2806,381.40176
2807,381.40176
2808,381.40176
2809,381.40176
2810,366.8078331
2811,349.8133514
2812,349.54626
2813,348.4217514
2814,315.2954295
2815,319.9536165
2816,331.6799342
2817,320.6927238
2818,311.3531521
2819,311.8026188
2820,307.1936613
2821,287.501922
2822,282.3981824
2823,272.3030546
2824,259.0911059
2825,251.4864345
2826,251.3204
2827,246.7539627
2828,245.65704
2829,245.65704
2830,248.8125854
2831,254.49811
2832,245.4857948
2833,240.3912858
2834,240.9900342
2835,241.280329
2836,231.2783372
2837,232.9373932
2838,224.9343212
2839,223.94406
2840,218.0309614
2841,213.7083195
2842,210.4885152
2843,205.300365
2844,202.244046
2845,197.26146
2846,196.8761451
2847,188.55853
2848,188.55853
2849,188.55853
2850,184.8355625
2851,181.92685
2852,181.92685
2853,171.43077
2854,170.68345
2855,169.62222
2856,169.62222
2857,169.6216133
2858,169.57951
2859,169.57951
2860,169.57951
2861,3229.153377
2862,1708.5322
2863,1708.5322
2864,1708.5322
2865,1706.749262
2866,1703.9945
2867,1703.9945
2868,1703.851
2869,1701.268
2870,1701.268
2871,1701.268
2872,1699.694438
2873,1698.4758
2874,1698.4758
2875,1698.150482
2876,1679.295542
2877,1677.5659
2878,1677.564914
2879,1675.047517
2880,1675.0232
2881,1672.880169
2882,1672.542397
2883,776.1196
2884,776.1196
2885,776.1196
2886,750.1108117
2887,672.72
2888,672.72
2889,493.8613
2890,493.8613
2891,493.8613
2892,478.0366022
2893,421.1552
2894,421.1552
2895,421.1552
2896,421.1552
2897,421.1552
2898,421.1552
2899,412.1040909
2900,373.19986
2901,373.19986
2902,373.19986
2903,373.19986
2904,373.19986
2905,364.1613114
2906,319.858
2907,319.858
2908,319.858
2909,319.858
2910,319.858
2911,319.858
2912,1542.827741
2913,1534.4636
2914,1517.400327
2915,1514.0941
2916,1514.0941
2917,1503.190826
2918,1463.7886
2919,1454.324381
2920,1437.2067
2921,1437.2067
2922,315.0512
2923,294.1571694
2924,285.72873
2925,285.72873
2926,277.6487928
2927,261.42847
2928,261.42847
2929,246.8738118
2930,239.3305
2931,239.3305
2932,238.8135182
2933,228.97328
2934,228.7926034
2935,219.1860146
2936,219.18248
2937,214.4174244
2938,210.54701
2939,206.3477695
2940,202.52551
2941,200.8110871
2942,3774.666374
