Cell_Index,Ecoli_cfu/100ml
482,373.4549464
483,374.9649812
484,376.4626387
485,356.4659547
486,356.9256329
487,357.0418081
488,340.156551
489,331.1579841
490,331.7036766
491,326.8211026
492,318.675127
493,305.0601955
494,294.7501107
495,295.3481092
496,295.3308552
497,283.16541
498,282.4198747
499,271.8873169
500,269.0693418
501,263.2387995
502,258.8663204
503,253.5984766
504,248.8771104
505,245.1239807
506,239.6997651
507,238.1424912
508,227.1725254
509,227.5648563
510,227.704969
511,220.7052249
512,218.4401809
513,218.6402615
514,215.952337
515,211.2593875
516,211.1515816
517,209.2290475
518,203.6997201
519,203.6997307
520,203.6997257
521,199.5774168
522,197.8607298
523,198.0276218
524,196.9220229
525,194.2903769
526,194.3656306
527,194.2229384
528,191.5839
529,191.3467998
530,191.0210006
531,1756.2518
532,1756.2518
533,1756.252033
534,1756.253507
535,1756.255459
536,1755.803394
537,1755.157444
538,1755.157619
539,1754.450231
540,1754.284308
541,1753.59199
542,1753.3363
543,1753.082584
544,1752.734003
545,1752.093589
546,1749.5786
547,1749.100434
548,1748.687455
549,1748.316576
550,1747.641189
551,1744.8906
552,1744.8906
553,1744.059803
554,1743.9598
555,1743.58829
556,1743.2588
557,1743.1339
558,1742.3794
559,1742.416042
560,1739.882959
561,1735.829128
562,1735.6499
563,1735.6499
564,1735.70496
565,1735.50405
566,1735.4717
567,1735.339649
568,1734.835702
569,1733.224983
570,1733.117313
571,1733.465193
572,1733.938508
573,1734.378908
574,1734.041419
575,1733.288579
576,1732.51532
577,1732.545684
578,1732.428492
579,1732.312023
580,1732.071328
581,1730.925672
582,1730.199329
583,1730.959072
584,1729.609404
585,1728.757919
586,1728.639161
587,1728.336905
588,1728.154993
589,1727.859791
590,1727.17427
591,1724.41245
592,1724.481588
593,1724.53397
594,1724.586352
595,1724.620544
596,1724.653046
597,1723.051749
598,1720.024541
599,1720.038611
600,1720.002375
601,1719.988321
602,1720.460684
603,1721.83743
604,1720.409277
605,1720.2721
606,1720.2721
607,1719.622775
608,1717.086265
609,1717.138495
610,1718.325306
611,1717.9358
612,1717.661076
613,1716.007621
614,1714.582115
615,1713.430792
616,1713.134369
617,1713.215711
618,1711.773359
619,1711.30085
620,1711.434634
621,1712.483177
622,1712.31516
623,1711.040206
624,1707.445427
625,1707.896229
626,1709.250513
627,1707.731934
628,1706.17764
629,1706.433868
630,1707.142966
631,1705.850346
632,1705.496394
633,1704.581992
634,1702.398011
635,1702.20271
636,1703.248611
637,1703.517719
638,1703.112545
639,1702.32917
640,1702.11124
641,1702.528686
642,1702.324179
643,1701.645039
644,1701.322214
645,1702.210023
646,1702.940284
647,1703.391211
648,1702.516606
649,1702.592855
650,1703.176663
651,1701.13747
652,1701.059927
653,1701.014893
654,1700.971244
655,1700.886962
656,1701.453039
657,1700.845769
658,1700.391919
659,1700.445017
660,1700.072572
661,1698.66282
662,1698.459976
663,1698.438801
664,1697.613598
665,1697.244431
666,1696.745473
667,1696.158959
668,1695.76638
669,1694.727772
670,1693.894223
671,1693.091307
672,1693.026044
673,1692.39218
674,1693.062213
675,1692.523522
676,1691.879878
677,1691.001862
678,1690.339386
679,1690.936564
680,1690.54298
681,1689.212593
682,1689.149584
683,1688.990487
684,1688.860981
685,1688.814128
686,1688.30127
687,1687.335851
688,1686.919636
689,1686.676833
690,1686.702426
691,1686.594921
692,1685.568882
693,1684.249566
694,1682.040693
695,1681.070321
696,1680.40596
697,1679.907693
698,1679.718447
699,1679.694261
700,1679.81077
701,1679.857883
702,1679.469321
703,1679.058882
704,1678.677157
705,1678.216387
706,1679.098578
707,1677.452049
708,1677.011351
709,1677.508113
710,1679.006066
711,1677.543485
712,1679.819975
713,1679.982059
714,1682.272745
715,1682.158322
716,1682.13649
717,1683.123555
718,1683.724429
719,1683.820609
720,1682.929372
721,1682.83468
722,1682.509443
723,1681.964903
724,1681.460573
725,1681.410794
726,1686.669551
727,1685.850912
728,1686.267004
729,1686.77516
730,1686.59736
731,1686.195519
732,1685.253573
733,1685.477613
734,1684.723136
735,1684.282142
736,1683.256573
737,1684.013316
738,1684.97955
739,1686.26634
740,1688.135481
741,1689.303596
742,1689.748803
743,1689.676889
744,1689.713823
745,1689.336558
746,1690.13503
747,1689.59597
748,1688.050966
749,1685.600236
750,1683.056956
751,1681.58576
752,1680.035111
753,1679.561008
754,1681.47847
755,1682.591771
756,1682.034438
757,1682.651359
758,1683.135758
759,1682.00948
760,1682.533065
761,1682.164514
762,1680.761316
763,1680.338031
764,1680.910704
765,1682.061448
766,1682.463362
767,1681.364382
768,1679.283991
769,1679.782295
770,1679.333793
771,1681.221737
772,1683.095398
773,1684.816852
774,1684.493595
775,1682.268068
776,1680.179576
777,1679.403439
778,1678.915521
779,1676.767761
780,1673.261919
781,1672.508216
782,1671.400513
783,1672.661779
784,1673.638215
785,1673.491732
786,1671.6601
787,1670.428405
788,1670.483128
789,1669.625304
790,1667.245331
791,1667.933821
792,1668.602186
793,1669.290169
794,1669.946487
795,1670.648548
796,1671.449071
797,1672.640718
798,1672.426382
799,1672.367529
800,1672.188106
801,1672.077774
802,1672.323346
803,1671.916038
804,1671.646042
805,1671.575945
806,1671.552284
807,1671.518233
808,1671.479026
809,1671.325447
810,1670.780948
811,1670.565802
812,1669.874415
813,1668.185352
814,1667.132623
815,1666.344833
816,1664.668429
817,1663.346689
818,1663.49331
819,1663.447122
820,1662.724868
821,1662.260467
822,1660.636144
823,1658.426452
824,1657.772077
825,1657.966377
826,1656.27819
827,1655.16685
828,1655.115919
829,1654.741281
830,1654.129559
831,1654.684417
832,1655.213642
833,1655.518848
834,1656.20729
835,1656.404296
836,1655.85427
837,1655.839628
838,1655.999783
839,1656.266689
840,1656.989813
841,1656.541634
842,1655.667888
843,1655.638932
844,1654.784436
845,1654.816995
846,1652.604479
847,1652.209173
848,1651.366099
849,1651.819713
850,1652.102427
851,1651.715476
852,1651.287466
853,1647.100314
854,1647.790494
855,1648.523801
856,1645.407076
857,1643.608859
858,1645.048506
859,1645.308117
860,1645.273055
861,1645.243048
862,1644.993526
863,1644.636772
864,1645.0923
865,1644.90143
866,1641.375839
867,1639.791878
868,1638.778216
869,1632.878694
870,1625.878079
871,1626.562231
872,1627.253683
873,1627.381479
874,1627.043823
875,1626.666057
876,1623.961905
877,1622.548383
878,1622.353728
879,1621.01606
880,1615.781044
881,1614.852255
882,1613.738232
883,1608.811831
884,1607.433656
885,1607.288895
886,1603.423844
887,1598.995593
888,1596.703734
889,1593.701558
890,1587.729602
891,1587.583942
892,1587.435692
893,1574.895206
894,1574.54653
895,1574.408716
896,1567.110503
897,1560.536138
898,1560.747725
899,1556.166903
900,1552.588029
901,1553.373242
902,1546.303903
903,1535.797746
904,1533.562495
905,1534.396713
906,1517.109392
907,1517.812192
908,1519.063365
909,1513.160701
910,1502.523895
911,1501.167975
912,1495.640767
913,1484.18222
914,1482.754703
915,1479.372112
916,1462.209668
917,1463.678914
918,1465.027519
919,1449.879971
920,1438.793322
921,1438.111939
922,1434.932954
923,1415.934891
924,1419.276841
925,1420.193502
926,1395.119243
927,1390.117609
928,1391.229145
929,1381.16595
930,1360.544881
931,1360.148202
932,1359.971617
933,1320.397862
934,1319.224644
935,1318.093048
936,1306.114914
937,1288.804534
938,1288.741
939,1262.313252
940,1250.82202
941,1251.048882
942,1233.452799
943,1160.007081
944,1159.806265
945,1159.59533
946,1159.423752
947,1159.268197
948,1159.11795
949,1151.98369
950,1075.699301
951,1075.6598
952,1075.6598
953,1075.6598
954,1075.6598
955,1075.6598
956,1047.053455
957,998.53735
958,998.6268909
959,998.8504843
960,999.1901891
961,999.4670383
962,966.7477205
963,909.2220354
964,909.7172599
965,910.2353947
966,910.7244554
967,911.2487539
968,911.7347528
969,868.3460267
970,824.1377275
971,824.4760145
972,824.7819761
973,825.1512684
974,825.4726134
975,825.8437232
976,737.844055
977,731.4401546
978,731.3786881
979,731.3609345
980,731.3629774
981,731.308323
982,708.6578435
983,642.4948221
984,640.4302301
985,638.2907795
986,636.4045827
987,636.1164289
988,637.8103625
989,600.7995207
990,566.1370489
991,566.7824266
992,567.3814245
993,567.9693308
994,568.577979
995,553.3896378
996,484.7357486
997,483.1535958
998,485.3639144
999,487.7171643
1000,490.0861687
1001,492.4616898
1002,481.6103769
1003,461.0425775
1004,460.289431
1005,459.0818586
1006,427.9794653
1007,429.4489989
1008,433.9689768
1009,423.9921766
1010,408.7301204
1011,408.9151514
1012,402.6649716
1013,379.4717627
1014,377.5374231
1015,375.6183145
1016,352.3826126
1017,344.0572507
1018,343.8515293
1019,330.7557846
1020,323.2167308
1021,322.4742861
1022,318.4327815
1023,312.9165908
1024,298.0233319
1025,286.0453572
1026,285.7567943
1027,284.6455817
1028,270.7226281
1029,272.658663
1030,264.4276474
1031,262.2928883
1032,255.7775579
1033,251.3531554
1034,247.9700895
1035,242.4984145
1036,238.0441221
1037,230.40405
1038,230.4178743
1039,219.6111814
1040,217.6580779
1041,216.4190281
1042,210.5751022
1043,206.8177021
1044,205.5721728
1045,202.4218749
1046,197.613471
1047,198.1824664
1048,197.2574297
1049,191.7806859
1050,191.265508
1051,191.2888335
1052,188.7000864
1053,188.2272998
1054,189.137468
1055,188.4981159
1056,185.9109071
1057,186.1825739
1058,186.3032441
1059,183.1875676
1060,182.8541459
1061,182.3794697
1062,1755.009031
1063,1755.01489
1064,1755.028014
1065,1755.039409
1066,1755.049496
1067,1754.624744
1068,1754.099431
1069,1754.134682
1070,1753.466202
1071,1753.289243
1072,1752.652857
1073,1752.351065
1074,1752.138484
1075,1751.834847
1076,1751.438516
1077,1750.969331
1078,1750.651416
1079,1750.279415
1080,1749.876462
1081,1749.486185
1082,1748.679311
1083,1748.669408
1084,1747.939538
1085,1747.823453
1086,1747.34961
1087,1746.991013
1088,1746.849936
1089,1745.936129
1090,1745.932015
1091,1745.288079
1092,1744.279443
1093,1744.280254
1094,1744.280095
1095,1743.982526
1096,1743.255171
1097,1743.256825
1098,1742.784625
1099,1742.138854
1100,1742.141138
1101,1741.96824
1102,1740.899209
1103,1740.899172
1104,1740.899091
1105,1740.08419
1106,1739.742683
1107,1739.745975
1108,1739.206641
1109,1738.544355
1110,1738.544649
1111,1738.190788
1112,1737.220422
1113,1737.221863
1114,1737.218845
1115,1735.542222
1116,1734.597553
1117,1734.597808
1118,1734.597855
1119,1734.598116
1120,1734.598664
1121,1734.120113
1122,1731.529307
1123,1731.529738
1124,1731.531404
1125,1731.532981
1126,1731.534163
1127,1731.53629
1128,1730.503145
1129,1728.605437
1130,1728.605951
1131,1728.606775
1132,1728.607782
1133,1728.607521
1134,1728.603645
1135,1727.401383
1136,1727.04278
1137,1727.041145
1138,1726.615962
1139,1725.837581
1140,1725.839218
1141,1725.793167
1142,1725.140264
1143,1724.998586
1144,1724.205198
1145,1724.197616
1146,1723.875892
1147,1723.504702
1148,1723.239616
1149,1722.840631
1150,1722.680875
1151,1722.142791
1152,1722.075725
1153,1721.49955
1154,1721.302653
1155,1720.224281
1156,1720.227776
1157,1720.246537
1158,1719.180613
1159,1718.808119
1160,1718.82252
1161,1718.517154
1162,1718.104797
1163,1717.85589
1164,1717.345227
1165,1717.300022
1166,1716.704714
1167,1716.644245
1168,1716.305587
1169,1716.025955
1170,1715.637877
1171,1715.239377
1172,1715.079552
1173,1714.538188
1174,1714.520283
1175,1713.471351
1176,1713.483687
1177,1713.4916
1178,1712.567212
1179,1712.291562
1180,1712.291213
1181,1711.769406
1182,1709.8135
1183,1709.8135
1184,1709.81353
1185,1709.813868
1186,1709.814302
1187,1709.814195
1188,1708.341238
1189,1707.767029
1190,1707.764
1191,1707.109051
1192,1706.187435
1193,1706.172316
1194,1706.121139
1195,1704.922712
1196,1704.917255
1197,1704.38464
1198,1703.862663
1199,1703.589023
1200,1702.96005
1201,1702.566579
1202,1701.926349
1203,1701.790125
1204,1700.792184
1205,1700.768878
1206,1700.046771
1207,1699.79616
1208,1699.219028
1209,1698.495813
1210,1698.493816
1211,1697.961284
1212,1696.931018
1213,1696.929359
1214,1696.88928
1215,1696.202799
1216,1695.711082
1217,1695.381274
1218,1694.581347
1219,1694.430316
1220,1694.528898
1221,1743.750272
1222,1801.18673
1223,1804.489663
1224,1803.262365
1225,1804.105517
1226,1803.837881
1227,1811.109225
1228,1812.727177
1229,1813.390318
1230,1813.981667
1231,1813.811119
1232,1808.548422
1233,1792.966339
1234,1787.391337
1235,1786.512644
1236,1786.84714
1237,1790.59086
1238,1792.857724
1239,1793.547318
1240,1793.249338
1241,1789.648238
1242,1780.571076
1243,1775.87594
1244,1774.378589
1245,1777.089292
1246,1775.027534
1247,1768.865993
1248,1770.328572
1249,1775.665899
1250,1776.871338
1251,1780.069048
1252,1782.959194
1253,1782.381786
1254,1779.272712
1255,1777.109868
1256,1776.959446
1257,1778.069748
1258,1775.942425
1259,1774.754471
1260,1775.021177
1261,1774.295706
1262,1773.085703
1263,1772.150467
1264,1772.392087
1265,1771.414141
1266,1769.476023
1267,1765.808636
1268,1764.718045
1269,1764.710995
1270,1765.278233
1271,1766.297993
1272,1764.632199
1273,1762.451174
1274,1761.447734
1275,1760.764879
1276,1760.183946
1277,1760.391996
1278,1759.89197
1279,1758.502815
1280,1756.922018
1281,1751.783329
1282,1749.002543
1283,1744.818897
1284,1743.917984
1285,1747.393017
1286,1747.454788
1287,1746.522537
1288,1745.238301
1289,1743.374776
1290,1738.351335
1291,1726.436667
1292,1723.458742
1293,1721.153512
1294,1721.450871
1295,1722.30411
1296,1731.051097
1297,1730.939801
1298,1720.792041
1299,1712.701831
1300,1712.421265
1301,1714.213191
1302,1715.4991
1303,1716.76756
1304,1718.050353
1305,1717.205262
1306,1714.547153
1307,1713.54362
1308,1713.313781
1309,1713.154571
1310,1711.308872
1311,1707.0807
1312,1707.0807
1313,1704.913961
1314,1706.478317
1315,1707.542448
1316,1708.017286
1317,1710.322079
1318,1710.539361
1319,1710.646673
1320,1710.568235
1321,1709.358309
1322,1709.305375
1323,1709.226846
1324,1708.170194
1325,1704.801532
1326,1704.358145
1327,1703.695119
1328,1701.499487
1329,1700.49868
1330,1699.52447
1331,1698.534093
1332,1697.757509
1333,1697.6913
1334,1697.275989
1335,1697.156
1336,1697.156
1337,1697.156
1338,1697.156
1339,1697.156
1340,1696.800725
1341,1695.8828
1342,1695.8828
1343,1695.8828
1344,1695.01903
1345,1694.894
1346,1694.894
1347,1693.509165
1348,1692.3416
1349,1692.3416
1350,1692.188291
1351,1689.2509
1352,1689.2509
1353,1689.2509
1354,1687.007202
1355,1686.111225
1356,1686.324665
1357,1685.014046
1358,1684.311642
1359,1684.340343
1360,1684.159892
1361,1683.128353
1362,1683.146917
1363,1683.144283
1364,1681.779573
1365,1681.89328
1366,1681.88515
1367,1680.642954
1368,1680.044041
1369,1679.968962
1370,1679.72916
1371,1678.7434
1372,1678.713708
1373,1677.546382
1374,1677.459586
1375,1675.6754
1376,1675.6754
1377,1673.769033
1378,1673.7181
1379,1672.38899
1380,1672.141781
1381,1671.151166
1382,1670.530836
1383,1670.041
1384,1666.422666
1385,1666.173256
1386,1666.055507
1387,1663.851501
1388,1658.513911
1389,1657.994296
1390,1657.888685
1391,1657.878556
1392,1657.86372
1393,1657.563248
1394,1653.575471
1395,1653.175174
1396,1653.541851
1397,1650.49133
1398,1650.40896
1399,1650.854182
1400,1647.37904
1401,1638.888322
1402,1637.68845
1403,1636.403709
1404,1635.638995
1405,1635.37619
1406,1635.096203
1407,1630.883484
1408,1628.074484
1409,1628.178899
1410,1626.827128
1411,1622.383357
1412,1623.8045
1413,1625.270935
1414,1620.819012
1415,1620.025031
1416,1620.880623
1417,1614.518389
1418,1611.7657
1419,1611.7657
1420,1606.472817
1421,1600.4943
1422,1600.493351
1423,1600.272412
1424,1588.847226
1425,1588.860902
1426,1588.874255
1427,1581.404797
1428,1578.530155
1429,1578.510313
1430,1571.928622
1431,1565.326245
1432,1565.3221
1433,1556.5574
1434,1549.2291
1435,1549.239137
1436,1549.231066
1437,1532.803154
1438,1531.411
1439,1531.411
1440,1522.493171
1441,1514.0835
1442,1514.0835
1443,1505.123288
1444,1493.1143
1445,1493.1143
1446,1489.352519
1447,1467.448855
1448,1461.678291
1449,1455.797961
1450,1438.001377
1451,1435.331234
1452,1439.549741
1453,1438.777788
1454,1412.817767
1455,1404.842424
1456,1405.75794
1457,1380.70106
1458,1376.967364
1459,1376.438486
1460,1358.624429
1461,1331.0795
1462,1331.0795
1463,1328.876169
1464,1270.5797
1465,1270.5797
1466,1273.904409
1467,1261.295435
1468,1248.848951
1469,1250.113496
1470,1221.118347
1471,1202.014156
1472,1196.578737
1473,1177.922249
1474,1096.499777
1475,1096.5763
1476,1096.921015
1477,1097.768616
1478,1098.672458
1479,1099.515964
1480,1091.015912
1481,1031.831541
1482,1033.820074
1483,1035.82535
1484,1037.770879
1485,1039.440633
1486,1040.902495
1487,1022.073059
1488,969.9051681
1489,969.6975803
1490,969.4667362
1491,969.2864325
1492,968.919341
1493,941.3096461
1494,879.0355072
1495,877.2287253
1496,875.3782969
1497,873.5378551
1498,871.7037452
1499,869.8696354
1500,831.6186449
1501,778.2537
1502,778.2537
1503,778.2537
1504,778.2537
1505,778.2537
1506,778.2537
1507,698.6716115
1508,686.2939347
1509,686.9002671
1510,687.6167343
1511,688.3874033
1512,689.1023684
1513,670.6298544
1514,611.7228845
1515,616.2230074
1516,620.6984045
1517,625.416035
1518,626.6241737
1519,622.4261632
1520,594.7994957
1521,548.7112749
1522,547.8738595
1523,546.9259523
1524,546.0701955
1525,545.0872167
1526,532.2056835
1527,479.2306333
1528,480.5032444
1529,478.4945588
1530,475.911183
1531,473.5524757
1532,473.04883
1533,464.0776746
1534,443.12848
1535,443.12848
1536,443.12848
1537,421.9949177
1538,414.3968
1539,414.3449431
1540,398.3090211
1541,375.168753
1542,373.4237478
1543,362.9424248
1544,342.1628917
1545,347.2076588
1546,352.1868205
1547,334.7569156
1548,334.5969
1549,334.5969
1550,320.8481202
1551,310.95642
1552,310.95642
1553,306.5176124
1554,299.9931
1555,288.5052396
1556,279.52982
1557,279.52982
1558,278.7829185
1559,269.1065
1560,269.1065
1561,261.9668986
1562,259.16367
1563,254.3360888
1564,250.69983
1565,245.6625603
1566,240.8595582
1567,236.9583667
1568,233.0942064
1569,230.0696732
1570,220.1697731
1571,220.7417891
1572,220.2888455
1573,209.5379059
1574,206.5481623
1575,206.8069101
1576,205.5904666
1577,203.6762998
1578,203.2856552
1579,202.3401374
1580,200.3881361
1581,200.5360204
1582,200.4949833
1583,199.3820824
1584,198.8924344
1585,198.8678277
1586,198.9116505
1587,199.0826922
1588,199.1106692
1589,199.3448458
1590,200.3804944
1591,200.1798484
1592,199.8243164
1593,1756.360384
1594,1756.35647
1595,1756.35638
1596,1756.355921
1597,1756.355279
1598,1755.691424
1599,1754.755182
1600,1754.753817
1601,1753.920033
1602,1753.868001
1603,1753.382358
1604,1753.145248
1605,1752.514214
1606,1752.06825
1607,1749.469237
1608,1722.68412
1609,1722.721982
1610,1724.476879
1611,1726.022243
1612,1725.789537
1613,1717.687974
1614,1718.146433
1615,1715.458863
1616,1714.816668
1617,1715.493922
1618,1715.751546
1619,1716.044107
1620,1718.204545
1621,1719.039528
1622,1716.028539
1623,1709.645452
1624,1708.813406
1625,1708.75399
1626,1709.810088
1627,1709.796322
1628,1708.387393
1629,1707.581717
1630,1705.178665
1631,1702.224704
1632,1702.192432
1633,1703.688077
1634,1704.930627
1635,1706.232043
1636,1708.936997
1637,1708.608248
1638,1707.551447
1639,1709.352973
1640,1710.261791
1641,1710.058704
1642,1710.606875
1643,1711.233639
1644,1709.530288
1645,1710.786868
1646,1706.395598
1647,1705.328438
1648,1704.917362
1649,1704.477007
1650,1703.974922
1651,1703.471122
1652,1702.861751
1653,1700.918025
1654,1701.108508
1655,1701.295275
1656,1701.433424
1657,1701.591798
1658,1701.726621
1659,1699.818641
1660,1696.355898
1661,1696.522927
1662,1696.679403
1663,1696.764679
1664,1697.664873
1665,1699.867831
1666,1700.118002
1667,1699.559622
