   M    BELSURF     ASURFEL        VOLSEL
 ***   132.20799    0.4671E+08    0.2086E+09
 ***   132.21001    0.4677E+08    0.2087E+09
 ***   132.21100    0.4677E+08    0.2087E+09
 ***   132.21100    0.4682E+08    0.2087E+09
 ***   132.23199    0.4684E+08    0.2097E+09
 ***   132.23300    0.4690E+08    0.2098E+09
 ***   132.24500    0.4694E+08    0.2103E+09
 ***   132.24500    0.4695E+08    0.2103E+09
 ***   132.24500    0.4700E+08    0.2103E+09
 ***   132.25900    0.4704E+08    0.2110E+09
 ***   132.26199    0.4705E+08    0.2111E+09
 ***   132.26500    0.4706E+08    0.2113E+09
 ***   132.26500    0.4708E+08    0.2113E+09
 ***   132.26601    0.4712E+08    0.2113E+09
 ***   132.26700    0.4718E+08    0.2114E+09
 ***   132.28101    0.4719E+08    0.2120E+09
 ***   132.28700    0.4721E+08    0.2123E+09
 ***   132.29700    0.4721E+08    0.2128E+09
 ***   132.30600    0.4721E+08    0.2132E+09
 ***   132.30901    0.4726E+08    0.2133E+09
 ***   132.31300    0.4728E+08    0.2135E+09
 ***   132.32001    0.4729E+08    0.2139E+09
 ***   132.33299    0.4732E+08    0.2145E+09
 ***   132.33900    0.4732E+08    0.2148E+09
 ***   132.34300    0.4733E+08    0.2149E+09
 ***   132.34399    0.4737E+08    0.2150E+09
 ***   132.34500    0.4743E+08    0.2150E+09
 ***   132.34599    0.4748E+08    0.2151E+09
 ***   132.35500    0.4748E+08    0.2155E+09
 ***   132.35699    0.4753E+08    0.2156E+09
 ***   132.35699    0.4754E+08    0.2156E+09
 ***   132.35800    0.4757E+08    0.2157E+09
 ***   132.36700    0.4759E+08    0.2161E+09
 ***   132.36800    0.4764E+08    0.2161E+09
 ***   132.37500    0.4770E+08    0.2165E+09
 ***   132.37601    0.4773E+08    0.2165E+09
 ***   132.38000    0.4775E+08    0.2167E+09
 ***   132.38000    0.4776E+08    0.2167E+09
 ***   132.38100    0.4778E+08    0.2168E+09
 ***   132.38499    0.4782E+08    0.2169E+09
 ***   132.38699    0.4784E+08    0.2170E+09
 ***   132.38800    0.4790E+08    0.2171E+09
 ***   132.38901    0.4792E+08    0.2171E+09
 ***   132.39200    0.4798E+08    0.2173E+09
 ***   132.39700    0.4803E+08    0.2175E+09
 ***   132.39999    0.4808E+08    0.2177E+09
 ***   132.40300    0.4810E+08    0.2178E+09
 ***   132.40500    0.4813E+08    0.2179E+09
 ***   132.40601    0.4817E+08    0.2180E+09
 ***   132.41499    0.4820E+08    0.2184E+09
 ***   132.42000    0.4821E+08    0.2186E+09
 ***   132.42900    0.4825E+08    0.2191E+09
 ***   132.43600    0.4831E+08    0.2194E+09
 ***   132.43700    0.4834E+08    0.2195E+09
 ***   132.44299    0.4836E+08    0.2197E+09
 ***   132.44701    0.4839E+08    0.2199E+09
 ***   132.44701    0.4841E+08    0.2199E+09
 ***   132.45500    0.4843E+08    0.2203E+09
 ***   132.45500    0.4846E+08    0.2203E+09
 ***   132.46201    0.4852E+08    0.2207E+09
 ***   132.46700    0.4855E+08    0.2209E+09
 ***   132.47400    0.4862E+08    0.2212E+09
 ***   132.47501    0.4865E+08    0.2213E+09
 ***   132.47900    0.4870E+08    0.2215E+09
 ***   132.48100    0.4872E+08    0.2216E+09
 ***   132.48700    0.4873E+08    0.2219E+09
 ***   132.48801    0.4876E+08    0.2219E+09
 ***   132.48900    0.4878E+08    0.2220E+09
 ***   132.49100    0.4878E+08    0.2221E+09
 ***   132.49100    0.4885E+08    0.2221E+09
 ***   132.49300    0.4886E+08    0.2222E+09
 ***   132.49800    0.4891E+08    0.2224E+09
 ***   132.50000    0.4897E+08    0.2225E+09
 ***   132.52000    0.4903E+08    0.2235E+09
 ***   132.52299    0.4905E+08    0.2236E+09
 ***   132.52299    0.4908E+08    0.2236E+09
 ***   132.52499    0.4911E+08    0.2237E+09
 ***   132.54300    0.4915E+08    0.2246E+09
 ***   132.54601    0.4917E+08    0.2248E+09
 ***   132.54800    0.4918E+08    0.2249E+09
 ***   132.54900    0.4923E+08    0.2249E+09
 ***   132.55000    0.4930E+08    0.2250E+09
 ***   132.55099    0.4931E+08    0.2250E+09
 ***   132.56300    0.4932E+08    0.2256E+09
 ***   132.57600    0.4936E+08    0.2262E+09
 ***   132.57700    0.4940E+08    0.2263E+09
 ***   132.57800    0.4944E+08    0.2263E+09
 ***   132.58200    0.4945E+08    0.2265E+09
 ***   132.59000    0.4951E+08    0.2269E+09
 ***   132.59700    0.4954E+08    0.2273E+09
 ***   132.59801    0.4958E+08    0.2273E+09
 ***   132.60500    0.4962E+08    0.2277E+09
 ***   132.61400    0.4962E+08    0.2281E+09
 ***   132.61400    0.4963E+08    0.2281E+09
 ***   132.62300    0.4968E+08    0.2286E+09
 ***   132.62399    0.4968E+08    0.2286E+09
 ***   132.62500    0.4974E+08    0.2287E+09
 ***   132.62700    0.4975E+08    0.2288E+09
 ***   132.62801    0.4978E+08    0.2288E+09
 ***   132.63901    0.4981E+08    0.2294E+09
 ***   132.64000    0.4982E+08    0.2294E+09
 ***   132.64200    0.4985E+08    0.2295E+09
 ***   132.64900    0.4986E+08    0.2299E+09
 ***   132.64900    0.4992E+08    0.2299E+09
 ***   132.64999    0.4999E+08    0.2299E+09
 ***   132.66000    0.5004E+08    0.2304E+09
 ***   132.67000    0.5006E+08    0.2309E+09
 ***   132.67200    0.5008E+08    0.2310E+09
 ***   132.68100    0.5009E+08    0.2315E+09
 ***   132.69501    0.5012E+08    0.2322E+09
 ***   132.70200    0.5012E+08    0.2325E+09
 ***   132.70500    0.5013E+08    0.2327E+09
 ***   132.70799    0.5013E+08    0.2328E+09
 ***   132.70799    0.5017E+08    0.2328E+09
 ***   132.71100    0.5019E+08    0.2330E+09
 ***   132.72501    0.5026E+08    0.2337E+09
 ***   132.72701    0.5028E+08    0.2338E+09
 ***   132.72900    0.5032E+08    0.2339E+09
 ***   132.73000    0.5034E+08    0.2339E+09
 ***   132.73100    0.5039E+08    0.2340E+09
 ***   132.73100    0.5046E+08    0.2340E+09
 ***   132.73500    0.5051E+08    0.2342E+09
 ***   132.74001    0.5052E+08    0.2344E+09
 ***   132.74001    0.5053E+08    0.2344E+09
 ***   132.74001    0.5053E+08    0.2344E+09
 ***   132.74001    0.5053E+08    0.2344E+09
 ***   132.74001    0.5053E+08    0.2344E+09
 ***   132.74001    0.5053E+08    0.2344E+09
 ***   132.74001    0.5053E+08    0.2344E+09
 ***   132.74001    0.5053E+08    0.2344E+09
 ***   132.74001    0.5054E+08    0.2344E+09
 ***   132.74001    0.5054E+08    0.2344E+09
 ***   132.74001    0.5054E+08    0.2344E+09
 ***   132.74001    0.5054E+08    0.2344E+09
 ***   132.74001    0.5055E+08    0.2344E+09
 ***   132.74001    0.5055E+08    0.2344E+09
 ***   132.74001    0.5055E+08    0.2344E+09
 ***   132.74001    0.5055E+08    0.2344E+09
 ***   132.74001    0.5055E+08    0.2344E+09
 ***   132.74001    0.5056E+08    0.2344E+09
 ***   132.74001    0.5056E+08    0.2344E+09
 ***   132.74001    0.5056E+08    0.2344E+09
 ***   132.74001    0.5056E+08    0.2344E+09
 ***   132.74001    0.5056E+08    0.2344E+09
 ***   132.74001    0.5057E+08    0.2344E+09
 ***   132.74001    0.5057E+08    0.2344E+09
 ***   132.74001    0.5057E+08    0.2344E+09
 ***   132.74001    0.5057E+08    0.2344E+09
 ***   132.74001    0.5058E+08    0.2344E+09
 ***   132.74001    0.5058E+08    0.2344E+09
 ***   132.74001    0.5058E+08    0.2344E+09
 ***   132.74001    0.5058E+08    0.2344E+09
 ***   132.74001    0.5058E+08    0.2344E+09
 ***   132.74001    0.5058E+08    0.2344E+09
 ***   132.74001    0.5059E+08    0.2344E+09
 ***   132.74001    0.5059E+08    0.2344E+09
 ***   132.74001    0.5059E+08    0.2344E+09
 ***   132.74001    0.5059E+08    0.2344E+09
 ***   132.74001    0.5059E+08    0.2344E+09
 ***   132.74001    0.5059E+08    0.2344E+09
 ***   132.74001    0.5060E+08    0.2344E+09
 ***   132.74001    0.5060E+08    0.2344E+09
 ***   132.74001    0.5060E+08    0.2344E+09
 ***   132.74001    0.5060E+08    0.2344E+09
 ***   132.74001    0.5060E+08    0.2344E+09
 ***   132.74001    0.5060E+08    0.2344E+09
 ***   132.74001    0.5060E+08    0.2344E+09
 ***   132.74001    0.5060E+08    0.2344E+09
 ***   132.74001    0.5061E+08    0.2344E+09
 ***   132.74001    0.5061E+08    0.2344E+09
 ***   132.74001    0.5061E+08    0.2344E+09
 ***   132.74001    0.5061E+08    0.2344E+09
 ***   132.74001    0.5061E+08    0.2344E+09
 ***   132.74001    0.5062E+08    0.2344E+09
 ***   132.74001    0.5062E+08    0.2344E+09
 ***   132.74001    0.5062E+08    0.2344E+09
 ***   132.74001    0.5062E+08    0.2344E+09
 ***   132.74001    0.5062E+08    0.2344E+09
 ***   132.74001    0.5063E+08    0.2344E+09
 ***   132.74001    0.5063E+08    0.2344E+09
 ***   132.74001    0.5063E+08    0.2344E+09
 ***   132.74001    0.5063E+08    0.2344E+09
 ***   132.74001    0.5063E+08    0.2344E+09
 ***   132.74001    0.5063E+08    0.2344E+09
 ***   132.74001    0.5064E+08    0.2344E+09
 ***   132.74001    0.5064E+08    0.2344E+09
 ***   132.74001    0.5064E+08    0.2344E+09
 ***   132.74001    0.5064E+08    0.2344E+09
 ***   132.74001    0.5065E+08    0.2344E+09
 ***   132.74001    0.5065E+08    0.2344E+09
 ***   132.74001    0.5065E+08    0.2344E+09
 ***   132.74001    0.5065E+08    0.2344E+09
 ***   132.74001    0.5065E+08    0.2344E+09
 ***   132.74001    0.5066E+08    0.2344E+09
 ***   132.74001    0.5066E+08    0.2344E+09
 ***   132.74001    0.5066E+08    0.2344E+09
 ***   132.74001    0.5066E+08    0.2344E+09
 ***   132.74001    0.5066E+08    0.2344E+09
 ***   132.74001    0.5067E+08    0.2344E+09
 ***   132.74001    0.5067E+08    0.2344E+09
 ***   132.74001    0.5067E+08    0.2344E+09
 ***   132.74001    0.5067E+08    0.2344E+09
 ***   132.74001    0.5067E+08    0.2344E+09
 ***   132.74001    0.5068E+08    0.2344E+09
 ***   132.74001    0.5068E+08    0.2344E+09
 ***   132.74001    0.5068E+08    0.2344E+09
 ***   132.74001    0.5068E+08    0.2344E+09
 ***   132.74001    0.5068E+08    0.2344E+09
 ***   132.74001    0.5068E+08    0.2344E+09
 ***   132.74001    0.5068E+08    0.2344E+09
 ***   132.74001    0.5068E+08    0.2344E+09
 ***   132.74001    0.5068E+08    0.2344E+09
 ***   132.74001    0.5069E+08    0.2344E+09
 ***   132.74001    0.5069E+08    0.2344E+09
 ***   132.74001    0.5069E+08    0.2344E+09
 ***   132.74001    0.5069E+08    0.2344E+09
 ***   132.74001    0.5069E+08    0.2344E+09
 ***   132.74001    0.5069E+08    0.2344E+09
 ***   132.74001    0.5069E+08    0.2344E+09
 ***   132.74001    0.5070E+08    0.2344E+09
 ***   132.74001    0.5070E+08    0.2344E+09
 ***   132.74001    0.5070E+08    0.2344E+09
 ***   132.74001    0.5070E+08    0.2344E+09
 ***   132.74001    0.5070E+08    0.2344E+09
 ***   132.74001    0.5071E+08    0.2344E+09
 ***   132.74001    0.5071E+08    0.2344E+09
 ***   132.74001    0.5071E+08    0.2344E+09
 ***   132.74001    0.5071E+08    0.2344E+09
 ***   132.74001    0.5071E+08    0.2344E+09
 ***   132.74001    0.5072E+08    0.2344E+09
 ***   132.74001    0.5072E+08    0.2344E+09
 ***   132.74001    0.5072E+08    0.2344E+09
 ***   132.74001    0.5072E+08    0.2344E+09
 ***   132.74001    0.5072E+08    0.2344E+09
 ***   132.74001    0.5073E+08    0.2344E+09
 ***   132.74001    0.5073E+08    0.2344E+09
 ***   132.74001    0.5073E+08    0.2344E+09
 ***   132.74001    0.5073E+08    0.2344E+09
 ***   132.74001    0.5074E+08    0.2344E+09
 ***   132.74001    0.5074E+08    0.2344E+09
 ***   132.74001    0.5074E+08    0.2344E+09
 ***   132.74001    0.5074E+08    0.2344E+09
 ***   132.74001    0.5074E+08    0.2344E+09
 ***   132.74001    0.5080E+08    0.2344E+09
 ***   132.74500    0.5085E+08    0.2347E+09
 ***   132.74500    0.5085E+08    0.2347E+09
 ***   132.74699    0.5091E+08    0.2348E+09
 ***   132.75301    0.5094E+08    0.2351E+09
 ***   132.75301    0.5100E+08    0.2351E+09
 ***   132.75500    0.5101E+08    0.2352E+09
 ***   132.75600    0.5103E+08    0.2353E+09
 ***   132.75800    0.5104E+08    0.2354E+09
 ***   132.75800    0.5107E+08    0.2354E+09
 ***   132.76199    0.5112E+08    0.2356E+09
 ***   132.76401    0.5112E+08    0.2357E+09
 ***   132.76601    0.5115E+08    0.2358E+09
 ***   132.76900    0.5120E+08    0.2359E+09
 ***   132.77200    0.5126E+08    0.2361E+09
 ***   132.77400    0.5129E+08    0.2362E+09
 ***   132.77400    0.5134E+08    0.2362E+09
 ***   132.77800    0.5138E+08    0.2364E+09
 ***   132.78200    0.5143E+08    0.2366E+09
 ***   132.78600    0.5143E+08    0.2368E+09
 ***   132.78600    0.5148E+08    0.2368E+09
 ***   132.78700    0.5153E+08    0.2368E+09
 ***   132.78900    0.5153E+08    0.2369E+09
 ***   132.78900    0.5154E+08    0.2369E+09
 ***   132.78900    0.5154E+08    0.2369E+09
 ***   132.78900    0.5156E+08    0.2369E+09
 ***   132.79201    0.5161E+08    0.2371E+09
 ***   132.79500    0.5164E+08    0.2373E+09
 ***   132.79900    0.5168E+08    0.2375E+09
 ***   132.80499    0.5172E+08    0.2378E+09
 ***   132.80600    0.5173E+08    0.2378E+09
 ***   132.81000    0.5177E+08    0.2380E+09
 ***   132.81000    0.5177E+08    0.2380E+09
 ***   132.81500    0.5184E+08    0.2383E+09
 ***   132.81900    0.5189E+08    0.2385E+09
 ***   132.82401    0.5192E+08    0.2388E+09
 ***   132.82800    0.5196E+08    0.2390E+09
 ***   132.83501    0.5196E+08    0.2393E+09
 ***   132.83900    0.5199E+08    0.2395E+09
 ***   132.84500    0.5201E+08    0.2398E+09
 ***   132.84801    0.5203E+08    0.2400E+09
 ***   132.84900    0.5204E+08    0.2401E+09
 ***   132.85201    0.5206E+08    0.2402E+09
 ***   132.86200    0.5212E+08    0.2407E+09
 ***   132.86301    0.5213E+08    0.2408E+09
 ***   132.86400    0.5218E+08    0.2408E+09
 ***   132.86600    0.5224E+08    0.2409E+09
 ***   132.87100    0.5230E+08    0.2412E+09
 ***   132.87801    0.5235E+08    0.2416E+09
 ***   132.88300    0.5238E+08    0.2418E+09
 ***   132.88901    0.5244E+08    0.2421E+09
 ***   132.89200    0.5247E+08    0.2423E+09
 ***   132.89500    0.5251E+08    0.2425E+09
 ***   132.89600    0.5254E+08    0.2425E+09
 ***   132.89799    0.5254E+08    0.2426E+09
 ***   132.90300    0.5255E+08    0.2429E+09
 ***   132.91100    0.5259E+08    0.2433E+09
 ***   132.91400    0.5263E+08    0.2435E+09
 ***   132.92000    0.5269E+08    0.2438E+09
 ***   132.92300    0.5272E+08    0.2439E+09
 ***   132.92300    0.5273E+08    0.2439E+09
 ***   132.92500    0.5277E+08    0.2440E+09
 ***   132.92900    0.5277E+08    0.2442E+09
 ***   132.92999    0.5283E+08    0.2443E+09
 ***   132.93100    0.5286E+08    0.2444E+09
 ***   132.93201    0.5292E+08    0.2444E+09
 ***   132.93600    0.5297E+08    0.2446E+09
 ***   132.93700    0.5298E+08    0.2447E+09
 ***   132.93700    0.5302E+08    0.2447E+09
 ***   132.94200    0.5304E+08    0.2449E+09
 ***   132.94200    0.5305E+08    0.2449E+09
 ***   132.94501    0.5310E+08    0.2451E+09
 ***   132.94800    0.5311E+08    0.2453E+09
 ***   132.95300    0.5315E+08    0.2455E+09
 ***   132.95599    0.5316E+08    0.2457E+09
 ***   132.95599    0.5316E+08    0.2457E+09
 ***   132.95599    0.5316E+08    0.2457E+09
 ***   132.95799    0.5317E+08    0.2458E+09
 ***   132.96400    0.5321E+08    0.2461E+09
 ***   132.96700    0.5321E+08    0.2463E+09
 ***   132.97600    0.5322E+08    0.2467E+09
 ***   132.98100    0.5323E+08    0.2470E+09
 ***   132.99001    0.5326E+08    0.2475E+09
 ***   132.99200    0.5330E+08    0.2476E+09
 ***   132.99200    0.5335E+08    0.2476E+09
 ***   132.99300    0.5340E+08    0.2476E+09
 ***   132.99600    0.5343E+08    0.2478E+09
 ***   132.99699    0.5345E+08    0.2479E+09
 ***   133.00400    0.5350E+08    0.2482E+09
 ***   133.00500    0.5350E+08    0.2483E+09
 ***   133.00700    0.5354E+08    0.2484E+09
 ***   133.00999    0.5355E+08    0.2486E+09
 ***   133.02200    0.5361E+08    0.2492E+09
 ***   133.02499    0.5367E+08    0.2494E+09
 ***   133.02600    0.5371E+08    0.2494E+09
 ***   133.03000    0.5376E+08    0.2496E+09
 ***   133.03500    0.5381E+08    0.2499E+09
 ***   133.03600    0.5386E+08    0.2500E+09
 ***   133.03700    0.5388E+08    0.2500E+09
 ***   133.04601    0.5392E+08    0.2505E+09
 ***   133.04800    0.5395E+08    0.2506E+09
 ***   133.05200    0.5399E+08    0.2508E+09
 ***   133.05299    0.5399E+08    0.2509E+09
 ***   133.05600    0.5402E+08    0.2510E+09
 ***   133.06000    0.5402E+08    0.2512E+09
 ***   133.06700    0.5407E+08    0.2516E+09
 ***   133.07201    0.5410E+08    0.2519E+09
 ***   133.07201    0.5411E+08    0.2519E+09
 ***   133.07899    0.5415E+08    0.2523E+09
 ***   133.08200    0.5416E+08    0.2524E+09
 ***   133.08600    0.5420E+08    0.2527E+09
 ***   133.09000    0.5424E+08    0.2529E+09
 ***   133.09100    0.5429E+08    0.2529E+09
 ***   133.09100    0.5430E+08    0.2529E+09
 ***   133.09500    0.5434E+08    0.2531E+09
 ***   133.09500    0.5438E+08    0.2531E+09
 ***   133.10699    0.5441E+08    0.2538E+09
 ***   133.10699    0.5441E+08    0.2538E+09
 ***   133.10699    0.5441E+08    0.2538E+09
 ***   133.10699    0.5441E+08    0.2538E+09
 ***   133.11501    0.5448E+08    0.2542E+09
 ***   133.11900    0.5454E+08    0.2545E+09
 ***   133.11900    0.5458E+08    0.2545E+09
 ***   133.12000    0.5458E+08    0.2545E+09
 ***   133.12300    0.5463E+08    0.2547E+09
 ***   133.12399    0.5463E+08    0.2547E+09
 ***   133.12399    0.5465E+08    0.2547E+09
 ***   133.13400    0.5466E+08    0.2553E+09
 ***   133.13600    0.5467E+08    0.2554E+09
 ***   133.13600    0.5470E+08    0.2554E+09
 ***   133.13699    0.5473E+08    0.2554E+09
 ***   133.14101    0.5476E+08    0.2557E+09
 ***   133.14400    0.5480E+08    0.2558E+09
 ***   133.14500    0.5483E+08    0.2559E+09
 ***   133.15100    0.5485E+08    0.2562E+09
 ***   133.15100    0.5487E+08    0.2562E+09
 ***   133.15100    0.5490E+08    0.2562E+09
 ***   133.15100    0.5494E+08    0.2562E+09
 ***   133.15199    0.5499E+08    0.2563E+09
 ***   133.16200    0.5501E+08    0.2568E+09
 ***   133.16499    0.5502E+08    0.2570E+09
 ***   133.16901    0.5504E+08    0.2572E+09
 ***   133.16901    0.5504E+08    0.2572E+09
 ***   133.16901    0.5505E+08    0.2572E+09
 ***   133.17000    0.5506E+08    0.2572E+09
 ***   133.17500    0.5508E+08    0.2575E+09
 ***   133.17700    0.5510E+08    0.2576E+09
 ***   133.17700    0.5513E+08    0.2576E+09
 ***   133.18201    0.5517E+08    0.2579E+09
 ***   133.18300    0.5523E+08    0.2580E+09
 ***   133.18700    0.5529E+08    0.2582E+09
 ***   133.19099    0.5533E+08    0.2584E+09
 ***   133.19701    0.5535E+08    0.2587E+09
 ***   133.19901    0.5535E+08    0.2588E+09
 ***   133.19901    0.5536E+08    0.2588E+09
 ***   133.19901    0.5536E+08    0.2588E+09
 ***   133.20200    0.5538E+08    0.2590E+09
 ***   133.20500    0.5539E+08    0.2592E+09
 ***   133.21001    0.5541E+08    0.2595E+09
 ***   133.21400    0.5542E+08    0.2597E+09
 ***   133.21700    0.5546E+08    0.2598E+09
 ***   133.21800    0.5549E+08    0.2599E+09
 ***   133.21800    0.5553E+08    0.2599E+09
 ***   133.22000    0.5553E+08    0.2600E+09
 ***   133.22099    0.5554E+08    0.2601E+09
 ***   133.22400    0.5554E+08    0.2602E+09
 ***   133.22600    0.5555E+08    0.2603E+09
 ***   133.23000    0.5557E+08    0.2606E+09
 ***   133.23300    0.5560E+08    0.2607E+09
 ***   133.23801    0.5564E+08    0.2610E+09
 ***   133.24001    0.5569E+08    0.2611E+09
 ***   133.24400    0.5571E+08    0.2613E+09
 ***   133.24600    0.5575E+08    0.2615E+09
 ***   133.24699    0.5575E+08    0.2615E+09
 ***   133.24699    0.5575E+08    0.2615E+09
 ***   133.24699    0.5576E+08    0.2615E+09
 ***   133.25000    0.5579E+08    0.2617E+09
 ***   133.25000    0.5583E+08    0.2617E+09
 ***   133.25301    0.5586E+08    0.2618E+09
 ***   133.25600    0.5591E+08    0.2620E+09
 ***   133.25600    0.5597E+08    0.2620E+09
 ***   133.26100    0.5602E+08    0.2623E+09
 ***   133.26300    0.5603E+08    0.2624E+09
 ***   133.26700    0.5609E+08    0.2626E+09
 ***   133.27100    0.5613E+08    0.2629E+09
 ***   133.27100    0.5615E+08    0.2629E+09
 ***   133.27299    0.5616E+08    0.2630E+09
 ***   133.27600    0.5619E+08    0.2631E+09
 ***   133.27600    0.5623E+08    0.2631E+09
 ***   133.28101    0.5627E+08    0.2634E+09
 ***   133.28400    0.5631E+08    0.2636E+09
 ***   133.28600    0.5632E+08    0.2637E+09
 ***   133.29100    0.5635E+08    0.2640E+09
 ***   133.29201    0.5635E+08    0.2640E+09
 ***   133.29201    0.5635E+08    0.2640E+09
 ***   133.29201    0.5635E+08    0.2640E+09
 ***   133.30099    0.5640E+08    0.2645E+09
 ***   133.30499    0.5641E+08    0.2648E+09
 ***   133.30499    0.5641E+08    0.2648E+09
 ***   133.30499    0.5641E+08    0.2648E+09
 ***   133.30901    0.5646E+08    0.2650E+09
 ***   133.31100    0.5652E+08    0.2651E+09
 ***   133.31900    0.5655E+08    0.2656E+09
 ***   133.32001    0.5658E+08    0.2656E+09
 ***   133.33000    0.5659E+08    0.2662E+09
 ***   133.33600    0.5660E+08    0.2665E+09
 ***   133.33800    0.5662E+08    0.2666E+09
 ***   133.34399    0.5665E+08    0.2670E+09
 ***   133.34599    0.5666E+08    0.2671E+09
 ***   133.34700    0.5667E+08    0.2671E+09
 ***   133.34801    0.5671E+08    0.2672E+09
 ***   133.35800    0.5672E+08    0.2678E+09
 ***   133.36600    0.5674E+08    0.2682E+09
 ***   133.37801    0.5677E+08    0.2689E+09
 ***   133.38100    0.5683E+08    0.2691E+09
 ***   133.38600    0.5683E+08    0.2694E+09
 ***   133.38600    0.5684E+08    0.2694E+09
 ***   133.38600    0.5684E+08    0.2694E+09
 ***   133.39101    0.5688E+08    0.2696E+09
 ***   133.39200    0.5693E+08    0.2697E+09
 ***   133.39301    0.5693E+08    0.2698E+09
 ***   133.39400    0.5698E+08    0.2698E+09
 ***   133.39500    0.5699E+08    0.2699E+09
 ***   133.39999    0.5700E+08    0.2702E+09
 ***   133.40401    0.5705E+08    0.2704E+09
 ***   133.41100    0.5710E+08    0.2708E+09
 ***   133.41499    0.5710E+08    0.2710E+09
 ***   133.41499    0.5710E+08    0.2710E+09
 ***   133.41499    0.5710E+08    0.2710E+09
 ***   133.41499    0.5711E+08    0.2710E+09
 ***   133.41499    0.5711E+08    0.2710E+09
 ***   133.41499    0.5711E+08    0.2710E+09
 ***   133.41600    0.5712E+08    0.2711E+09
 ***   133.41600    0.5712E+08    0.2711E+09
 ***   133.41701    0.5717E+08    0.2711E+09
 ***   133.41701    0.5721E+08    0.2711E+09
 ***   133.41800    0.5722E+08    0.2712E+09
 ***   133.41901    0.5722E+08    0.2712E+09
 ***   133.41901    0.5729E+08    0.2712E+09
 ***   133.42200    0.5729E+08    0.2714E+09
 ***   133.42200    0.5733E+08    0.2714E+09
 ***   133.42900    0.5739E+08    0.2718E+09
 ***   133.43600    0.5744E+08    0.2722E+09
 ***   133.43700    0.5745E+08    0.2723E+09
 ***   133.44299    0.5746E+08    0.2726E+09
 ***   133.44800    0.5749E+08    0.2729E+09
 ***   133.44901    0.5751E+08    0.2730E+09
 ***   133.47099    0.5753E+08    0.2742E+09
 ***   133.47900    0.5753E+08    0.2747E+09
 ***   133.48000    0.5753E+08    0.2747E+09
 ***   133.48000    0.5754E+08    0.2747E+09
 ***   133.48000    0.5754E+08    0.2747E+09
 ***   133.48100    0.5756E+08    0.2748E+09
 ***   133.48399    0.5760E+08    0.2750E+09
 ***   133.48599    0.5763E+08    0.2751E+09
 ***   133.48900    0.5767E+08    0.2753E+09
 ***   133.49300    0.5768E+08    0.2755E+09
 ***   133.49400    0.5774E+08    0.2756E+09
 ***   133.49500    0.5777E+08    0.2756E+09
 ***   133.49800    0.5782E+08    0.2758E+09
 ***   133.50101    0.5786E+08    0.2760E+09
 ***   133.50301    0.5790E+08    0.2761E+09
 ***   133.50400    0.5791E+08    0.2761E+09
 ***   133.50700    0.5795E+08    0.2763E+09
 ***   133.51100    0.5800E+08    0.2765E+09
 ***   133.51401    0.5804E+08    0.2767E+09
 ***   133.51700    0.5805E+08    0.2769E+09
 ***   133.52200    0.5811E+08    0.2772E+09
 ***   133.52699    0.5811E+08    0.2775E+09
 ***   133.52699    0.5811E+08    0.2775E+09
 ***   133.52699    0.5812E+08    0.2775E+09
 ***   133.52901    0.5818E+08    0.2776E+09
 ***   133.53101    0.5820E+08    0.2777E+09
 ***   133.53300    0.5824E+08    0.2778E+09
 ***   133.53400    0.5828E+08    0.2779E+09
 ***   133.53900    0.5830E+08    0.2782E+09
 ***   133.54100    0.5831E+08    0.2783E+09
 ***   133.55499    0.5834E+08    0.2791E+09
 ***   133.55701    0.5841E+08    0.2792E+09
 ***   133.55800    0.5845E+08    0.2793E+09
 ***   133.56200    0.5845E+08    0.2795E+09
 ***   133.56900    0.5849E+08    0.2799E+09
 ***   133.57001    0.5855E+08    0.2800E+09
 ***   133.57100    0.5856E+08    0.2800E+09
 ***   133.57500    0.5857E+08    0.2803E+09
 ***   133.57500    0.5857E+08    0.2803E+09
 ***   133.57500    0.5857E+08    0.2803E+09
 ***   133.57500    0.5857E+08    0.2803E+09
 ***   133.58200    0.5858E+08    0.2807E+09
 ***   133.58701    0.5860E+08    0.2810E+09
 ***   133.59300    0.5862E+08    0.2813E+09
 ***   133.59500    0.5863E+08    0.2814E+09
 ***   133.59500    0.5864E+08    0.2814E+09
 ***   133.59700    0.5864E+08    0.2816E+09
 ***   133.59700    0.5864E+08    0.2816E+09
 ***   133.59700    0.5865E+08    0.2816E+09
 ***   133.60001    0.5867E+08    0.2817E+09
 ***   133.60300    0.5868E+08    0.2819E+09
 ***   133.60699    0.5872E+08    0.2821E+09
 ***   133.60699    0.5878E+08    0.2821E+09
 ***   133.61000    0.5880E+08    0.2823E+09
 ***   133.61000    0.5884E+08    0.2823E+09
 ***   133.61200    0.5890E+08    0.2824E+09
 ***   133.61400    0.5893E+08    0.2826E+09
 ***   133.61600    0.5894E+08    0.2827E+09
 ***   133.61800    0.5894E+08    0.2828E+09
 ***   133.61800    0.5896E+08    0.2828E+09
 ***   133.61800    0.5902E+08    0.2828E+09
 ***   133.62100    0.5904E+08    0.2830E+09
 ***   133.62300    0.5909E+08    0.2831E+09
 ***   133.63000    0.5912E+08    0.2835E+09
 ***   133.63699    0.5917E+08    0.2839E+09
 ***   133.63901    0.5917E+08    0.2840E+09
 ***   133.63901    0.5917E+08    0.2840E+09
 ***   133.63901    0.5917E+08    0.2840E+09
 ***   133.64101    0.5919E+08    0.2842E+09
