   M    BELSURF     ASURFEL        VOLSEL
 577   127.03300    0.1698E+08    0.4581E+08
 578   127.04600    0.1699E+08    0.4603E+08
 579   127.04700    0.1704E+08    0.4605E+08
 580   127.05200    0.1705E+08    0.4613E+08
 581   127.07100    0.1709E+08    0.4646E+08
 582   127.07600    0.1713E+08    0.4654E+08
 583   127.07900    0.1715E+08    0.4660E+08
 584   127.08300    0.1717E+08    0.4666E+08
 585   127.10300    0.1718E+08    0.4701E+08
 586   127.12200    0.1720E+08    0.4733E+08
 587   127.12300    0.1722E+08    0.4735E+08
 588   127.12600    0.1722E+08    0.4740E+08
 589   127.13200    0.1724E+08    0.4751E+08
 590   127.14000    0.1728E+08    0.4764E+08
 591   127.14100    0.1730E+08    0.4766E+08
 592   127.15100    0.1733E+08    0.4783E+08
 593   127.15300    0.1736E+08    0.4787E+08
 594   127.16300    0.1738E+08    0.4804E+08
 595   127.16800    0.1742E+08    0.4813E+08
 596   127.17100    0.1744E+08    0.4818E+08
 597   127.17600    0.1745E+08    0.4827E+08
 598   127.17800    0.1746E+08    0.4830E+08
 599   127.18100    0.1750E+08    0.4836E+08
 600   127.18100    0.1754E+08    0.4836E+08
 601   127.19100    0.1755E+08    0.4853E+08
 602   127.19100    0.1758E+08    0.4853E+08
 603   127.19900    0.1759E+08    0.4867E+08
 604   127.19900    0.1760E+08    0.4867E+08
 605   127.22500    0.1765E+08    0.4913E+08
 606   127.23300    0.1767E+08    0.4927E+08
 607   127.23600    0.1768E+08    0.4933E+08
 608   127.23600    0.1770E+08    0.4933E+08
 609   127.24400    0.1772E+08    0.4947E+08
 610   127.25600    0.1772E+08    0.4968E+08
 611   127.25700    0.1773E+08    0.4970E+08
 612   127.26500    0.1779E+08    0.4984E+08
 613   127.27400    0.1782E+08    0.5000E+08
 614   127.27800    0.1786E+08    0.5007E+08
 615   127.28300    0.1787E+08    0.5016E+08
 616   127.28900    0.1789E+08    0.5027E+08
 617   127.29000    0.1791E+08    0.5029E+08
 618   127.29500    0.1794E+08    0.5038E+08
 619   127.29800    0.1796E+08    0.5043E+08
 620   127.30400    0.1798E+08    0.5054E+08
 621   127.33400    0.1799E+08    0.5108E+08
 622   127.34200    0.1800E+08    0.5122E+08
 623   127.34700    0.1804E+08    0.5131E+08
 624   127.35100    0.1806E+08    0.5138E+08
 625   127.35300    0.1810E+08    0.5142E+08
 626   127.35700    0.1812E+08    0.5149E+08
 627   127.35900    0.1814E+08    0.5153E+08
 628   127.36400    0.1815E+08    0.5162E+08
 629   127.36600    0.1819E+08    0.5165E+08
 630   127.36900    0.1821E+08    0.5171E+08
 631   127.37500    0.1822E+08    0.5182E+08
 632   127.37700    0.1824E+08    0.5186E+08
 633   127.38500    0.1826E+08    0.5200E+08
 634   127.39200    0.1830E+08    0.5213E+08
 635   127.40600    0.1833E+08    0.5239E+08
 636   127.41800    0.1836E+08    0.5261E+08
 637   127.42900    0.1839E+08    0.5281E+08
 638   127.43400    0.1843E+08    0.5290E+08
 639   127.44900    0.1843E+08    0.5318E+08
 640   127.45200    0.1848E+08    0.5323E+08
 641   127.45900    0.1853E+08    0.5336E+08
 642   127.45900    0.1855E+08    0.5336E+08
 643   127.46000    0.1857E+08    0.5338E+08
 644   127.46800    0.1862E+08    0.5353E+08
 645   127.46800    0.1864E+08    0.5353E+08
 646   127.47900    0.1865E+08    0.5373E+08
 647   127.48400    0.1869E+08    0.5383E+08
 648   127.48800    0.1870E+08    0.5390E+08
 649   127.49000    0.1873E+08    0.5394E+08
 650   127.49000    0.1875E+08    0.5394E+08
 651   127.50000    0.1878E+08    0.5413E+08
 652   127.50400    0.1881E+08    0.5420E+08
 653   127.51000    0.1884E+08    0.5432E+08
 654   127.51200    0.1888E+08    0.5435E+08
 655   127.51500    0.1890E+08    0.5441E+08
 656   127.51800    0.1892E+08    0.5447E+08
 657   127.53600    0.1896E+08    0.5481E+08
 658   127.53700    0.1898E+08    0.5483E+08
 659   127.54700    0.1901E+08    0.5502E+08
 660   127.55100    0.1904E+08    0.5509E+08
 661   127.55800    0.1908E+08    0.5523E+08
 662   127.57100    0.1912E+08    0.5547E+08
 663   127.57200    0.1915E+08    0.5549E+08
 664   127.57700    0.1917E+08    0.5559E+08
 665   127.58100    0.1918E+08    0.5567E+08
 666   127.58300    0.1919E+08    0.5570E+08
 667   127.59100    0.1922E+08    0.5586E+08
 668   127.59300    0.1924E+08    0.5590E+08
 669   127.59700    0.1926E+08    0.5597E+08
 670   127.60300    0.1929E+08    0.5609E+08
 671   127.60700    0.1932E+08    0.5617E+08
 672   127.60700    0.1934E+08    0.5617E+08
 673   127.61400    0.1936E+08    0.5630E+08
 674   127.61500    0.1939E+08    0.5632E+08
 675   127.61600    0.1941E+08    0.5634E+08
 676   127.62100    0.1945E+08    0.5644E+08
 677   127.62800    0.1948E+08    0.5657E+08
 678   127.63000    0.1952E+08    0.5661E+08
 679   127.63300    0.1954E+08    0.5667E+08
 680   127.63600    0.1959E+08    0.5673E+08
 681   127.64100    0.1960E+08    0.5683E+08
 682   127.64700    0.1963E+08    0.5695E+08
 683   127.64800    0.1968E+08    0.5697E+08
 684   127.65100    0.1969E+08    0.5702E+08
 685   127.65900    0.1974E+08    0.5718E+08
 686   127.66200    0.1977E+08    0.5724E+08
 687   127.66400    0.1981E+08    0.5728E+08
 688   127.66600    0.1983E+08    0.5732E+08
 689   127.66700    0.1986E+08    0.5734E+08
 690   127.66700    0.1987E+08    0.5734E+08
 691   127.67000    0.1990E+08    0.5740E+08
 692   127.68000    0.1991E+08    0.5760E+08
 693   127.68400    0.1993E+08    0.5768E+08
 694   127.68600    0.1996E+08    0.5772E+08
 695   127.68900    0.1998E+08    0.5778E+08
 696   127.68900    0.1999E+08    0.5778E+08
 697   127.69400    0.2002E+08    0.5788E+08
 698   127.69600    0.2003E+08    0.5792E+08
 699   127.70100    0.2005E+08    0.5802E+08
 700   127.71300    0.2010E+08    0.5826E+08
 701   127.71500    0.2012E+08    0.5830E+08
 702   127.72000    0.2013E+08    0.5840E+08
 703   127.72300    0.2018E+08    0.5846E+08
 704   127.72600    0.2021E+08    0.5852E+08
 705   127.72900    0.2024E+08    0.5858E+08
 706   127.73000    0.2027E+08    0.5860E+08
 707   127.73100    0.2031E+08    0.5862E+08
 708   127.73700    0.2033E+08    0.5874E+08
 709   127.73800    0.2035E+08    0.5877E+08
 710   127.74900    0.2036E+08    0.5899E+08
 711   127.75100    0.2038E+08    0.5903E+08
 712   127.76200    0.2042E+08    0.5925E+08
 713   127.76300    0.2045E+08    0.5927E+08
 714   127.76400    0.2049E+08    0.5930E+08
 715   127.77000    0.2052E+08    0.5942E+08
 716   127.77400    0.2054E+08    0.5950E+08
 717   127.77600    0.2057E+08    0.5954E+08
 718   127.78500    0.2061E+08    0.5973E+08
 719   127.78900    0.2063E+08    0.5981E+08
 720   127.79100    0.2066E+08    0.5985E+08
 721   127.80400    0.2066E+08    0.6012E+08
 722   127.82200    0.2071E+08    0.6049E+08
 723   127.82800    0.2076E+08    0.6062E+08
 724   127.85000    0.2078E+08    0.6107E+08
 725   127.86900    0.2083E+08    0.6147E+08
 726   127.87700    0.2085E+08    0.6163E+08
 727   127.88400    0.2089E+08    0.6178E+08
 728   127.88700    0.2091E+08    0.6184E+08
 729   127.88800    0.2097E+08    0.6186E+08
 730   127.89300    0.2099E+08    0.6197E+08
 731   127.89500    0.2104E+08    0.6201E+08
 732   127.90600    0.2108E+08    0.6224E+08
 733   127.91200    0.2110E+08    0.6237E+08
 734   127.91200    0.2115E+08    0.6237E+08
 735   127.92200    0.2116E+08    0.6258E+08
 736   127.93700    0.2120E+08    0.6290E+08
 737   127.93900    0.2121E+08    0.6294E+08
 738   127.94400    0.2123E+08    0.6305E+08
 739   127.94700    0.2124E+08    0.6311E+08
 740   127.94800    0.2126E+08    0.6313E+08
 741   127.94900    0.2130E+08    0.6315E+08
 742   127.94900    0.2133E+08    0.6315E+08
 743   127.94900    0.2137E+08    0.6315E+08
 744   127.95600    0.2140E+08    0.6330E+08
 745   127.95700    0.2144E+08    0.6332E+08
 746   127.96200    0.2149E+08    0.6343E+08
 747   127.96600    0.2152E+08    0.6352E+08
 748   127.96700    0.2156E+08    0.6354E+08
 749   127.97500    0.2158E+08    0.6371E+08
 750   127.97800    0.2159E+08    0.6378E+08
 751   127.98300    0.2162E+08    0.6388E+08
 752   127.99000    0.2164E+08    0.6404E+08
 753   127.99000    0.2166E+08    0.6404E+08
 754   128.00000    0.2168E+08    0.6425E+08
 755   128.00400    0.2168E+08    0.6434E+08
 756   128.01199    0.2171E+08    0.6451E+08
 757   128.01601    0.2176E+08    0.6460E+08
 758   128.02200    0.2178E+08    0.6473E+08
 759   128.02299    0.2180E+08    0.6475E+08
 760   128.02299    0.2181E+08    0.6475E+08
 761   128.02699    0.2184E+08    0.6484E+08
 762   128.02901    0.2189E+08    0.6488E+08
 763   128.03999    0.2193E+08    0.6512E+08
 764   128.04100    0.2195E+08    0.6515E+08
 765   128.04401    0.2199E+08    0.6521E+08
 766   128.04601    0.2201E+08    0.6526E+08
 767   128.04700    0.2202E+08    0.6528E+08
 768   128.05299    0.2203E+08    0.6541E+08
 769   128.06300    0.2206E+08    0.6563E+08
 770   128.07401    0.2207E+08    0.6587E+08
 771   128.07500    0.2209E+08    0.6590E+08
 772   128.08099    0.2211E+08    0.6603E+08
 773   128.09399    0.2211E+08    0.6632E+08
 774   128.09500    0.2213E+08    0.6634E+08
 775   128.11099    0.2216E+08    0.6669E+08
 776   128.11700    0.2219E+08    0.6683E+08
 777   128.13000    0.2222E+08    0.6711E+08
 778   128.13400    0.2227E+08    0.6720E+08
 779   128.13499    0.2230E+08    0.6723E+08
 780   128.14000    0.2233E+08    0.6734E+08
 781   128.14301    0.2236E+08    0.6740E+08
 782   128.14799    0.2241E+08    0.6752E+08
 783   128.14900    0.2243E+08    0.6754E+08
 784   128.16000    0.2249E+08    0.6779E+08
 785   128.16100    0.2251E+08    0.6781E+08
 786   128.16400    0.2253E+08    0.6788E+08
 787   128.16499    0.2257E+08    0.6790E+08
 788   128.17300    0.2258E+08    0.6808E+08
 789   128.17400    0.2260E+08    0.6810E+08
 790   128.17700    0.2261E+08    0.6817E+08
 791   128.18401    0.2262E+08    0.6833E+08
 792   128.18401    0.2263E+08    0.6833E+08
 793   128.18600    0.2264E+08    0.6837E+08
 794   128.19501    0.2265E+08    0.6858E+08
 795   128.19600    0.2266E+08    0.6860E+08
 796   128.20000    0.2271E+08    0.6869E+08
 797   128.20000    0.2276E+08    0.6869E+08
 798   128.20200    0.2278E+08    0.6874E+08
 799   128.20500    0.2278E+08    0.6880E+08
 800   128.20799    0.2280E+08    0.6887E+08
 801   128.21001    0.2282E+08    0.6892E+08
 802   128.21001    0.2284E+08    0.6892E+08
 803   128.21201    0.2286E+08    0.6896E+08
 804   128.21500    0.2289E+08    0.6903E+08
 805   128.22000    0.2296E+08    0.6915E+08
 806   128.22600    0.2297E+08    0.6928E+08
 807   128.23801    0.2302E+08    0.6956E+08
 808   128.24300    0.2305E+08    0.6968E+08
 809   128.24699    0.2306E+08    0.6977E+08
 810   128.25600    0.2308E+08    0.6998E+08
 811   128.25600    0.2309E+08    0.6998E+08
 812   128.25800    0.2311E+08    0.7002E+08
 813   128.25999    0.2312E+08    0.7007E+08
 814   128.26300    0.2315E+08    0.7014E+08
 815   128.26401    0.2317E+08    0.7016E+08
 816   128.26500    0.2321E+08    0.7018E+08
 817   128.27100    0.2323E+08    0.7032E+08
 818   128.27299    0.2328E+08    0.7037E+08
 819   128.27299    0.2331E+08    0.7037E+08
 820   128.27499    0.2334E+08    0.7042E+08
 821   128.28000    0.2339E+08    0.7053E+08
 822   128.28000    0.2343E+08    0.7053E+08
 823   128.28300    0.2345E+08    0.7060E+08
 824   128.28300    0.2346E+08    0.7060E+08
 825   128.28400    0.2350E+08    0.7063E+08
 826   128.28700    0.2351E+08    0.7070E+08
 827   128.28799    0.2355E+08    0.7072E+08
 828   128.29100    0.2355E+08    0.7079E+08
 829   128.29601    0.2356E+08    0.7091E+08
 830   128.29700    0.2358E+08    0.7093E+08
 831   128.29900    0.2363E+08    0.7098E+08
 832   128.30099    0.2365E+08    0.7103E+08
 833   128.30499    0.2371E+08    0.7112E+08
 834   128.30800    0.2373E+08    0.7119E+08
 835   128.32201    0.2373E+08    0.7153E+08
 836   128.33000    0.2379E+08    0.7172E+08
 837   128.33501    0.2381E+08    0.7183E+08
 838   128.34200    0.2383E+08    0.7200E+08
 839   128.34300    0.2385E+08    0.7203E+08
 840   128.34399    0.2388E+08    0.7205E+08
 841   128.34801    0.2391E+08    0.7214E+08
 842   128.35300    0.2395E+08    0.7226E+08
 843   128.35500    0.2396E+08    0.7231E+08
 844   128.36099    0.2398E+08    0.7246E+08
 845   128.36099    0.2400E+08    0.7246E+08
 846   128.36400    0.2403E+08    0.7253E+08
 847   128.36700    0.2409E+08    0.7260E+08
 848   128.36800    0.2413E+08    0.7262E+08
 849   128.36900    0.2417E+08    0.7265E+08
 850   128.36900    0.2419E+08    0.7265E+08
 851   128.38400    0.2423E+08    0.7301E+08
 852   128.38800    0.2426E+08    0.7311E+08
 853   128.40100    0.2429E+08    0.7342E+08
 854   128.40199    0.2430E+08    0.7345E+08
 855   128.40300    0.2432E+08    0.7347E+08
 856   128.40500    0.2437E+08    0.7352E+08
 857   128.41000    0.2439E+08    0.7364E+08
 858   128.41600    0.2444E+08    0.7379E+08
 859   128.41800    0.2446E+08    0.7384E+08
 860   128.42200    0.2447E+08    0.7394E+08
 861   128.42300    0.2449E+08    0.7396E+08
 862   128.42400    0.2453E+08    0.7399E+08
 863   128.42900    0.2455E+08    0.7411E+08
 864   128.43900    0.2459E+08    0.7435E+08
 865   128.43900    0.2460E+08    0.7435E+08
 866   128.44000    0.2462E+08    0.7438E+08
 867   128.44501    0.2465E+08    0.7450E+08
 868   128.45300    0.2468E+08    0.7470E+08
 869   128.45799    0.2470E+08    0.7482E+08
 870   128.45900    0.2472E+08    0.7485E+08
 871   128.47701    0.2474E+08    0.7529E+08
 872   128.48700    0.2478E+08    0.7554E+08
 873   128.49699    0.2482E+08    0.7579E+08
 874   128.50301    0.2486E+08    0.7594E+08
 875   128.50400    0.2490E+08    0.7596E+08
 876   128.50600    0.2493E+08    0.7601E+08
 877   128.50800    0.2495E+08    0.7606E+08
 878   128.51801    0.2499E+08    0.7631E+08
 879   128.52000    0.2503E+08    0.7636E+08
 880   128.52400    0.2509E+08    0.7646E+08
 881   128.52499    0.2513E+08    0.7649E+08
 882   128.52499    0.2515E+08    0.7649E+08
 883   128.53300    0.2518E+08    0.7669E+08
 884   128.53799    0.2521E+08    0.7681E+08
 885   128.54800    0.2522E+08    0.7707E+08
 886   128.55000    0.2527E+08    0.7712E+08
 887   128.57001    0.2532E+08    0.7762E+08
 888   128.58099    0.2532E+08    0.7790E+08
 889   128.58299    0.2535E+08    0.7795E+08
 890   128.58600    0.2539E+08    0.7803E+08
 891   128.58701    0.2541E+08    0.7805E+08
 892   128.58800    0.2544E+08    0.7808E+08
 893   128.59200    0.2546E+08    0.7818E+08
 894   128.59200    0.2548E+08    0.7818E+08
 895   128.60500    0.2550E+08    0.7851E+08
 896   128.60600    0.2553E+08    0.7854E+08
 897   128.60600    0.2555E+08    0.7854E+08
 898   128.61800    0.2559E+08    0.7884E+08
 899   128.63000    0.2560E+08    0.7915E+08
 900   128.63901    0.2564E+08    0.7938E+08
 901   128.64500    0.2568E+08    0.7954E+08
 902   128.64500    0.2569E+08    0.7954E+08
 903   128.64900    0.2573E+08    0.7964E+08
 904   128.65300    0.2576E+08    0.7974E+08
 905   128.65500    0.2577E+08    0.7979E+08
 906   128.66000    0.2581E+08    0.7992E+08
 907   128.66200    0.2582E+08    0.7997E+08
 908   128.66299    0.2584E+08    0.8000E+08
 909   128.66499    0.2589E+08    0.8005E+08
 910   128.66499    0.2591E+08    0.8005E+08
 911   128.67101    0.2596E+08    0.8021E+08
 912   128.67599    0.2600E+08    0.8034E+08
 913   128.67799    0.2604E+08    0.8039E+08
 914   128.68201    0.2607E+08    0.8049E+08
 915   128.68300    0.2608E+08    0.8052E+08
 916   128.69200    0.2610E+08    0.8075E+08
 917   128.69200    0.2614E+08    0.8075E+08
 918   128.69901    0.2618E+08    0.8094E+08
 919   128.70500    0.2623E+08    0.8109E+08
 920   128.70500    0.2624E+08    0.8109E+08
 921   128.71100    0.2627E+08    0.8125E+08
 922   128.71300    0.2629E+08    0.8130E+08
 923   128.71800    0.2629E+08    0.8144E+08
 924   128.72900    0.2634E+08    0.8173E+08
 925   128.74200    0.2638E+08    0.8207E+08
 926   128.74400    0.2640E+08    0.8212E+08
 927   128.75101    0.2643E+08    0.8231E+08
 928   128.77800    0.2645E+08    0.8302E+08
 929   128.78000    0.2647E+08    0.8307E+08
 930   128.78101    0.2651E+08    0.8310E+08
 931   128.78200    0.2653E+08    0.8313E+08
 932   128.78300    0.2658E+08    0.8315E+08
 933   128.78799    0.2660E+08    0.8328E+08
 934   128.79900    0.2661E+08    0.8358E+08
 935   128.81400    0.2666E+08    0.8398E+08
 936   128.81700    0.2669E+08    0.8406E+08
 937   128.82600    0.2670E+08    0.8430E+08
 938   128.82700    0.2673E+08    0.8432E+08
 939   128.83000    0.2674E+08    0.8440E+08
 940   128.83299    0.2677E+08    0.8448E+08
 941   128.84100    0.2681E+08    0.8470E+08
 942   128.84599    0.2682E+08    0.8483E+08
 943   128.84700    0.2683E+08    0.8486E+08
 944   128.86501    0.2686E+08    0.8534E+08
 945   128.87100    0.2687E+08    0.8550E+08
 946   128.87500    0.2690E+08    0.8561E+08
 947   128.88000    0.2694E+08    0.8575E+08
 948   128.88000    0.2696E+08    0.8575E+08
 949   128.88200    0.2699E+08    0.8580E+08
 950   128.89999    0.2704E+08    0.8629E+08
 951   128.91000    0.2706E+08    0.8656E+08
 952   128.91499    0.2707E+08    0.8669E+08
 953   128.91600    0.2708E+08    0.8672E+08
 954   128.91901    0.2713E+08    0.8680E+08
 955   128.92101    0.2715E+08    0.8686E+08
 956   128.92300    0.2720E+08    0.8691E+08
 957   128.92500    0.2721E+08    0.8696E+08
 958   128.93500    0.2725E+08    0.8724E+08
 959   128.93500    0.2726E+08    0.8724E+08
 960   128.93600    0.2727E+08    0.8726E+08
 961   128.93800    0.2730E+08    0.8732E+08
 962   128.94701    0.2734E+08    0.8756E+08
 963   128.95100    0.2737E+08    0.8767E+08
 964   128.97400    0.2740E+08    0.8830E+08
 965   128.97501    0.2741E+08    0.8833E+08
 966   128.98000    0.2743E+08    0.8847E+08
 967   128.98100    0.2746E+08    0.8850E+08
 968   128.99100    0.2752E+08    0.8877E+08
 969   128.99899    0.2755E+08    0.8899E+08
 970   129.00500    0.2761E+08    0.8916E+08
 971   129.00900    0.2764E+08    0.8927E+08
 972   129.01500    0.2768E+08    0.8943E+08
 973   129.02200    0.2771E+08    0.8963E+08
 974   129.02299    0.2773E+08    0.8965E+08
 975   129.02400    0.2778E+08    0.8968E+08
 976   129.02600    0.2783E+08    0.8974E+08
 977   129.02800    0.2787E+08    0.8979E+08
 978   129.02800    0.2792E+08    0.8979E+08
 979   129.03600    0.2793E+08    0.9002E+08
 980   129.03799    0.2794E+08    0.9007E+08
 981   129.03999    0.2795E+08    0.9013E+08
 982   129.04100    0.2797E+08    0.9016E+08
 983   129.04100    0.2799E+08    0.9016E+08
 984   129.05499    0.2803E+08    0.9055E+08
 985   129.06400    0.2804E+08    0.9080E+08
 986   129.06799    0.2806E+08    0.9091E+08
 987   129.06799    0.2809E+08    0.9091E+08
 988   129.07001    0.2811E+08    0.9097E+08
 989   129.08299    0.2812E+08    0.9133E+08
 990   129.08501    0.2815E+08    0.9139E+08
 991   129.08800    0.2821E+08    0.9148E+08
 992   129.09100    0.2826E+08    0.9156E+08
 993   129.09700    0.2826E+08    0.9173E+08
 994   129.10100    0.2830E+08    0.9184E+08
 995   129.10201    0.2833E+08    0.9187E+08
 996   129.10400    0.2838E+08    0.9193E+08
 997   129.11600    0.2840E+08    0.9227E+08
 998   129.12700    0.2847E+08    0.9258E+08
 999   129.12801    0.2851E+08    0.9261E+08
 ***   129.12900    0.2852E+08    0.9264E+08
 ***   129.13200    0.2856E+08    0.9272E+08
 ***   129.13300    0.2858E+08    0.9275E+08
 ***   129.14000    0.2859E+08    0.9295E+08
 ***   129.14101    0.2863E+08    0.9298E+08
 ***   129.14200    0.2864E+08    0.9301E+08
 ***   129.14301    0.2868E+08    0.9304E+08
 ***   129.15700    0.2869E+08    0.9344E+08
 ***   129.15900    0.2874E+08    0.9350E+08
 ***   129.16400    0.2878E+08    0.9364E+08
 ***   129.16800    0.2879E+08    0.9376E+08
 ***   129.17101    0.2885E+08    0.9384E+08
 ***   129.17200    0.2886E+08    0.9387E+08
 ***   129.17400    0.2890E+08    0.9393E+08
 ***   129.18401    0.2894E+08    0.9422E+08
 ***   129.19099    0.2896E+08    0.9442E+08
 ***   129.19099    0.2899E+08    0.9442E+08
 ***   129.19099    0.2902E+08    0.9442E+08
 ***   129.19099    0.2904E+08    0.9442E+08
 ***   129.19701    0.2905E+08    0.9460E+08
 ***   129.20100    0.2906E+08    0.9471E+08
 ***   129.20200    0.2907E+08    0.9474E+08
 ***   129.20399    0.2909E+08    0.9480E+08
 ***   129.20900    0.2910E+08    0.9494E+08
 ***   129.22400    0.2912E+08    0.9538E+08
 ***   129.23500    0.2914E+08    0.9570E+08
 ***   129.24100    0.2919E+08    0.9588E+08
 ***   129.24500    0.2920E+08    0.9599E+08
 ***   129.24899    0.2922E+08    0.9611E+08
 ***   129.25101    0.2922E+08    0.9617E+08
 ***   129.25400    0.2925E+08    0.9626E+08
 ***   129.26199    0.2926E+08    0.9649E+08
 ***   129.26601    0.2928E+08    0.9661E+08
 ***   129.26601    0.2931E+08    0.9661E+08
 ***   129.28200    0.2931E+08    0.9708E+08
 ***   129.28500    0.2933E+08    0.9716E+08
 ***   129.30200    0.2936E+08    0.9766E+08
 ***   129.30600    0.2938E+08    0.9778E+08
 ***   129.30600    0.2941E+08    0.9778E+08
 ***   129.32700    0.2942E+08    0.9840E+08
 ***   129.33200    0.2943E+08    0.9855E+08
 ***   129.33501    0.2947E+08    0.9863E+08
 ***   129.33501    0.2947E+08    0.9863E+08
 ***   129.34000    0.2952E+08    0.9878E+08
 ***   129.34200    0.2953E+08    0.9884E+08
 ***   129.34300    0.2957E+08    0.9887E+08
 ***   129.34300    0.2958E+08    0.9887E+08
 ***   129.35699    0.2960E+08    0.9928E+08
 ***   129.36400    0.2964E+08    0.9949E+08
 ***   129.37199    0.2965E+08    0.9973E+08
 ***   129.37199    0.2968E+08    0.9973E+08
 ***   129.38200    0.2969E+08    0.1000E+09
 ***   129.38300    0.2974E+08    0.1001E+09
 ***   129.38300    0.2975E+08    0.1001E+09
 ***   129.38901    0.2978E+08    0.1002E+09
 ***   129.39600    0.2979E+08    0.1004E+09
 ***   129.39799    0.2983E+08    0.1005E+09
 ***   129.39900    0.2984E+08    0.1005E+09
 ***   129.39999    0.2986E+08    0.1006E+09
 ***   129.40401    0.2986E+08    0.1007E+09
 ***   129.40900    0.2988E+08    0.1008E+09
 ***   129.41499    0.2992E+08    0.1010E+09
 ***   129.41499    0.2993E+08    0.1010E+09
 ***   129.42300    0.2994E+08    0.1012E+09
 ***   129.42799    0.2999E+08    0.1014E+09
 ***   129.42900    0.3003E+08    0.1014E+09
 ***   129.43600    0.3003E+08    0.1016E+09
 ***   129.44000    0.3006E+08    0.1018E+09
 ***   129.44400    0.3007E+08    0.1019E+09
 ***   129.44901    0.3011E+08    0.1020E+09
 ***   129.45000    0.3011E+08    0.1021E+09
 ***   129.45100    0.3017E+08    0.1021E+09
 ***   129.45399    0.3020E+08    0.1022E+09
 ***   129.45500    0.3022E+08    0.1022E+09
 ***   129.45599    0.3027E+08    0.1022E+09
 ***   129.45900    0.3028E+08    0.1023E+09
 ***   129.47000    0.3029E+08    0.1027E+09
 ***   129.47301    0.3030E+08    0.1028E+09
 ***   129.47501    0.3033E+08    0.1028E+09
 ***   129.47900    0.3033E+08    0.1029E+09
 ***   129.48199    0.3039E+08    0.1030E+09
 ***   129.48500    0.3042E+08    0.1031E+09
 ***   129.48599    0.3044E+08    0.1032E+09
 ***   129.49699    0.3047E+08    0.1035E+09
 ***   129.50500    0.3050E+08    0.1037E+09
 ***   129.50500    0.3052E+08    0.1037E+09
 ***   129.50999    0.3054E+08    0.1039E+09
 ***   129.51300    0.3055E+08    0.1040E+09
 ***   129.51601    0.3060E+08    0.1041E+09
 ***   129.51801    0.3061E+08    0.1041E+09
 ***   129.53101    0.3062E+08    0.1045E+09
 ***   129.53300    0.3065E+08    0.1046E+09
 ***   129.54601    0.3070E+08    0.1050E+09
 ***   129.55099    0.3075E+08    0.1051E+09
 ***   129.55600    0.3079E+08    0.1053E+09
 ***   129.56000    0.3083E+08    0.1054E+09
 ***   129.56900    0.3084E+08    0.1057E+09
 ***   129.57300    0.3086E+08    0.1058E+09
 ***   129.59200    0.3088E+08    0.1064E+09
 ***   129.59599    0.3090E+08    0.1065E+09
 ***   129.60400    0.3094E+08    0.1068E+09
 ***   129.60699    0.3097E+08    0.1069E+09
 ***   129.61200    0.3100E+08    0.1070E+09
 ***   129.61400    0.3103E+08    0.1071E+09
 ***   129.61600    0.3105E+08    0.1071E+09
 ***   129.62199    0.3107E+08    0.1073E+09
 ***   129.62601    0.3109E+08    0.1075E+09
 ***   129.62700    0.3110E+08    0.1075E+09
 ***   129.63300    0.3110E+08    0.1077E+09
 ***   129.63400    0.3113E+08    0.1077E+09
 ***   129.64400    0.3115E+08    0.1080E+09
 ***   129.64799    0.3119E+08    0.1081E+09
 ***   129.65100    0.3122E+08    0.1082E+09
 ***   129.65500    0.3126E+08    0.1084E+09
 ***   129.65500    0.3130E+08    0.1084E+09
 ***   129.65800    0.3131E+08    0.1085E+09
 ***   129.66200    0.3136E+08    0.1086E+09
 ***   129.66200    0.3138E+08    0.1086E+09
 ***   129.66299    0.3139E+08    0.1086E+09
 ***   129.66600    0.3141E+08    0.1087E+09
 ***   129.67101    0.3143E+08    0.1089E+09
 ***   129.67400    0.3149E+08    0.1090E+09
 ***   129.68201    0.3153E+08    0.1092E+09
 ***   129.68800    0.3155E+08    0.1094E+09
 ***   129.70000    0.3157E+08    0.1098E+09
 ***   129.70000    0.3158E+08    0.1098E+09
 ***   129.70000    0.3159E+08    0.1098E+09
 ***   129.70100    0.3162E+08    0.1098E+09
 ***   129.70200    0.3164E+08    0.1098E+09
 ***   129.70500    0.3164E+08    0.1099E+09
 ***   129.70500    0.3166E+08    0.1099E+09
 ***   129.71400    0.3167E+08    0.1102E+09
 ***   129.73100    0.3168E+08    0.1108E+09
 ***   129.73300    0.3170E+08    0.1108E+09
 ***   129.73801    0.3172E+08    0.1110E+09
 ***   129.74100    0.3173E+08    0.1111E+09
 ***   129.74600    0.3175E+08    0.1112E+09
 ***   129.74800    0.3176E+08    0.1113E+09
 ***   129.75400    0.3181E+08    0.1115E+09
 ***   129.75600    0.3182E+08    0.1116E+09
 ***   129.76199    0.3186E+08    0.1117E+09
 ***   129.76601    0.3188E+08    0.1119E+09
 ***   129.76900    0.3191E+08    0.1120E+09
 ***   129.77600    0.3191E+08    0.1122E+09
 ***   129.77699    0.3194E+08    0.1122E+09
 ***   129.78000    0.3195E+08    0.1123E+09
 ***   129.78200    0.3199E+08    0.1124E+09
 ***   129.78300    0.3202E+08    0.1124E+09
 ***   129.78900    0.3206E+08    0.1126E+09
 ***   129.79500    0.3207E+08    0.1128E+09
 ***   129.79601    0.3210E+08    0.1128E+09
 ***   129.79700    0.3217E+08    0.1129E+09
 ***   129.80600    0.3218E+08    0.1132E+09
